module	dlib	state	tk5_rmid	ce_rmid	bytes_tk5	bytes_ce	bytes_equal	v_tk5	v_ce	sect_tk5	sect_ce	diff_tk5	diff_ce	len_tk5	len_ce
IHJQCP32	AOSC6	same	EDM1102	EDM1102	2078	2078	Y	differs	differs	1	1	5	5	N	N
IHJQRS20	AOSC6	same	EDM1102	EDM1102	1378	1378	Y	differs	differs	1	1	5	5	N	N
IHJQRS21	AOSC6	rmid-differs	UZ72454	UZ37487	2434	2434	N	differs	differs	1	1	0	0	Y	Y
IHJQRS22	AOSC6	same	EDM1102	EDM1102	1838	1838	Y	differs	differs	1	1	5	5	N	N
IHJQRS23	AOSC6	same	EDM1102	EDM1102	1154	1154	Y	differs	differs	1	1	5	5	N	N
IHJQRS24	AOSC6	rmid-differs	UZ71565	EDM1102	1594	1582	N	differs	differs	1	1	120	5	N	N
IKJ5803D	AOST4	same	EBB1102	EBB1102	581	581	Y	differs	differs	1	1	0	0	Y	Y
IKJCB831	AOST4	rmid-differs	UY07656	EBB1102	5053	5133	N	differs	differs	1	1	0	8	Y	N
IKJCT432	AOST4	same	UZ25767	UZ25767	9113	9113	Y	identical	identical	1	1	0	0	N	N
IKJCT433	AOST4	rmid-differs	UY17021	UZ68075	12917	12837	N	differs	differs	1	1	0	0	Y	Y
IKJCT434	AOST4	same	UZ26051	UZ26051	6001	6001	Y	differs	differs	1	1	0	0	Y	Y
IKJCT435	AOST4	same	EBB1102	EBB1102	3637	3637	Y	differs	differs	1	1	0	0	Y	Y
IKJCT460	AOST4	rmid-differs	UZ50509	UZ69787	1609	1569	N	differs	differs	1	1	0	0	Y	Y
IKJCT462	AOST4	same	UZ80230	UZ80230	4777	4777	Y	differs	differs	1	1	0	0	Y	Y
IKJCT463	AOST4	same	UZ80347	UZ80347	4489	4489	Y	differs	differs	3	3	0	0	Y	Y
IKJCT464	AOST4	same	UZ80230	UZ80230	1421	1421	Y	differs	differs	1	1	0	0	Y	Y
IKJCT466	AOST4	same	UZ80230	UZ80230	969	969	Y	differs	differs	1	1	0	0	Y	Y
IKJCT470	AOST4	same	EBB1102	EBB1102	1165	1165	Y	differs	differs	1	1	4	4	N	N
IKJCT471	AOST4	same	UZ60205	UZ60205	1157	1157	Y	differs	differs	1	1	0	0	Y	Y
IKJCT473	AOST4	same	UZ58481	UZ58481	2329	2329	Y	differs	differs	1	1	0	0	Y	Y
IKJEBEAA	ACMDLIB	same	UZ25185	UZ25185	6000	6000	Y	identical	identical	16	16	0	0	N	N
IKJEBEAE	ACMDLIB	rmid-differs	UY12210	UZ67795	1685	1461	N	differs	differs	1	1	15	0	N	Y
IKJEBEAR	AOST4	same	EBB1102	EBB1102	365	365	Y	identical	identical	1	1	0	0	N	N
IKJEBEAT	ACMDLIB	same	EBB1102	EBB1102	737	737	Y	identical	identical	1	1	0	0	N	N
IKJEBEBO	ACMDLIB	same	EBB1102	EBB1102	525	525	Y	differs	differs	1	1	0	0	Y	Y
IKJEBECH	ACMDLIB	same	UZ59807	UZ59807	8897	8897	Y	identical	identical	5	5	0	0	N	N
IKJEBECI	ACMDLIB	same	UZ79544	UZ79544	3304	3304	Y	differs	differs	2	2	1	1	Y	Y
IKJEBECK	AOST4	same	EBB1102	EBB1102	365	365	Y	identical	identical	1	1	0	0	N	N
IKJEBECO	ACMDLIB	same	UZ29612	UZ29612	2314	2314	Y	differs	differs	1	1	15	15	N	N
IKJEBEDA	ACMDLIB	same	UZ74471	UZ74471	1330	1330	Y	differs	differs	1	1	12	12	N	N
IKJEBEDC	ACMDLIB	same	EBB1102	EBB1102	1317	1317	Y	differs	differs	1	1	11	11	N	N
IKJEBEDE	ACMDLIB	same	EBB1102	EBB1102	2310	2310	Y	differs	differs	2	2	0	0	Y	Y
IKJEBEDX	ACMDLIB	same	EBB1102	EBB1102	2093	2093	Y	differs	differs	1	1	0	0	Y	Y
IKJEBEEX	ACMDLIB	same	UZ27324	UZ27324	982	982	Y	differs	differs	1	1	17	17	N	N
IKJEBEHE	ACMDLIB	same	EBB1102	EBB1102	485	485	Y	differs	differs	1	1	0	0	Y	Y
IKJEBELE	ACMDLIB	same	UZ35891	UZ35891	2701	2701	Y	differs	differs	1	1	7	7	N	N
IKJEBEM1	ACMDLIB	same	EBB1102	EBB1102	1481	1481	Y	differs	differs	1	1	24	24	N	N
IKJEBEM2	ACMDLIB	same	EBB1102	EBB1102	2149	2149	Y	differs	differs	1	1	18	18	N	N
IKJEBEM3	ACMDLIB	same	EBB1102	EBB1102	1429	1429	Y	differs	differs	1	1	10	10	N	N
IKJEBEM4	ACMDLIB	same	UZ31570	UZ31570	1502	1502	Y	differs	differs	1	1	21	21	N	N
IKJEBEM5	ACMDLIB	same	EBB1102	EBB1102	1633	1633	Y	differs	differs	1	1	34	34	N	N
IKJEBEM6	ACMDLIB	same	EBB1102	EBB1102	1701	1701	Y	differs	differs	1	1	9	9	N	N
IKJEBEM7	ACMDLIB	same	EBB1102	EBB1102	2301	2301	Y	differs	differs	1	1	40	40	N	N
IKJEBEMS	ACMDLIB	same	EBB1102	EBB1102	1085	1085	Y	differs	differs	1	1	0	0	Y	Y
IKJEBEPS	ACMDLIB	same	EBB1102	EBB1102	477	477	Y	identical	identical	1	1	0	0	N	N
IKJEBERC	AOST4	same	EBB1102	EBB1102	365	365	Y	identical	identical	1	1	0	0	N	N
IKJEBERN	ACMDLIB	same	UZ29102	UZ29102	3230	3230	Y	differs	differs	1	1	15	15	N	N
IKJEBESC	ACMDLIB	same	UZ34976	UZ34976	5107	5107	Y	identical	identical	2	2	0	0	N	N
IKJEBESE	ACMDLIB	same	UZ55060	UZ55060	1246	1246	Y	differs	differs	1	1	12	12	N	N
IKJEBETO	ACMDLIB	same	EBB1102	EBB1102	565	565	Y	differs	differs	1	1	0	0	Y	Y
IKJEBEUI	ACMDLIB	same	UZ32429	UZ32429	2590	2590	Y	differs	differs	1	1	12	12	N	N
IKJEBEUN	AOST4	rmid-differs	UZ44270	EBB1102	1529	1457	N	differs	differs	1	1	3	0	N	Y
IKJEBEVE	ACMDLIB	same	EBB1102	EBB1102	790	790	Y	differs	differs	2	2	0	0	Y	Y
IKJEE100	ACMDLIB	rmid-differs	UZ48524	UZ28003	5045	5101	N	differs	differs	1	1	24	0	N	Y
IKJEE150	ACMDLIB	same	UZ78266	UZ78266	1805	1805	Y	differs	differs	1	1	7	7	N	N
IKJEE1A0	ACMDLIB	same	EBB1102	EBB1102	1149	1149	Y	differs	differs	1	1	9	9	N	N
IKJEES10	ACMDLIB	same	UZ80347	UZ80347	4777	4777	Y	differs	differs	1	1	18	18	N	N
IKJEES20	AOST4	same	UZ65105	UZ65105	1937	1937	Y	differs	differs	1	1	125	125	N	N
IKJEES40	ACMDLIB	same	EBB1102	EBB1102	3965	3965	Y	differs	differs	1	1	0	0	Y	Y
IKJEES74	AOST4	same	EBB1102	EBB1102	1357	1357	Y	differs	differs	1	1	0	0	Y	Y
IKJEES75	AOST4	same	EBB1102	EBB1102	2021	2021	Y	differs	differs	1	1	1064	1064	N	N
IKJEFA01	ACMDLIB	same	EBB1102	EBB1102	1433	1433	Y	identical	identical	1	1	0	0	N	N
IKJEFA10	ACMDLIB	same	EBB1102	EBB1102	4908	4908	Y	differs	differs	2	2	0	0	Y	Y
IKJEFA11	ACMDLIB	same	EBB1102	EBB1102	2001	2001	Y	differs	differs	1	1	1	1	N	N
IKJEFA12	ACMDLIB	same	EBB1102	EBB1102	3369	3369	Y	differs	differs	1	1	0	0	Y	Y
IKJEFA13	ACMDLIB	same	EBB1102	EBB1102	3973	3973	Y	differs	differs	1	1	0	0	Y	Y
IKJEFA20	ACMDLIB	rmid-differs	UZ51405	UZ31166	4685	4701	N	differs	differs	1	1	0	0	Y	Y
IKJEFA21	ACMDLIB	rmid-differs	UZ51405	EBB1102	3193	3145	N	differs	differs	1	1	5	0	N	Y
IKJEFA22	ACMDLIB	same	EBB1102	EBB1102	3997	3997	Y	differs	differs	1	1	4	4	N	N
IKJEFA23	ACMDLIB	same	UZ22662	UZ22662	3022	3022	Y	differs	differs	1	1	0	0	Y	Y
IKJEFA30	ACMDLIB	same	UZ75399	UZ75399	4963	4963	Y	differs	differs	2	2	0	0	Y	Y
IKJEFA31	ACMDLIB	same	EBB1102	EBB1102	2369	2369	Y	differs	differs	1	1	30	30	N	N
IKJEFA32	ACMDLIB	same	EBB1102	EBB1102	2149	2149	Y	identical	identical	1	1	0	0	N	N
IKJEFA41	ACMDLIB	same	EBB1102	EBB1102	1421	1421	Y	differs	differs	1	1	1	1	N	N
IKJEFA42	ACMDLIB	same	EBB1102	EBB1102	4549	4549	Y	identical	identical	1	1	0	0	N	N
IKJEFA51	ACMDLIB	same	UZ69616	UZ69616	2333	2333	Y	differs	differs	1	1	0	0	Y	Y
IKJEFA52	ACMDLIB	same	EBB1102	EBB1102	1277	1277	Y	differs	differs	1	1	9	9	N	N
IKJEFA53	ACMDLIB	same	UZ23071	UZ23071	814	814	Y	differs	differs	1	1	0	0	Y	Y
IKJEFA54	ACMDLIB	same	EBB1102	EBB1102	981	981	Y	differs	differs	1	1	3	3	N	N
IKJEFA55	ACMDLIB	rmid-differs	UY08801	EBB1102	4036	3886	N	differs	differs	6	6	0	8	Y	Y
IKJEFD00	AOST4	same	EBB1102	EBB1102	12301	12301	Y	identical	identical	1	1	0	0	N	N
IKJEFD30	AOST4	same	UZ80347	UZ80347	1929	1929	Y	differs	differs	1	1	12	12	N	N
IKJEFD31	AOST4	same	EBB1102	EBB1102	1725	1725	Y	identical	identical	1	1	0	0	N	N
IKJEFD32	AOST4	same	UZ69512	UZ69512	4005	4005	Y	differs	differs	1	1	8	8	N	N
IKJEFD33	AOST4	same	UZ58132	UZ58132	2165	2165	Y	identical	identical	1	1	0	0	N	N
IKJEFD34	AOST4	same	EBB1102	EBB1102	3025	3025	Y	identical	identical	1	1	0	0	N	N
IKJEFD35	AOST4	same	EBB1102	EBB1102	1189	1189	Y	differs	differs	1	1	1	1	N	N
IKJEFD36	AOST4	same	EBB1102	EBB1102	1585	1585	Y	differs	differs	1	1	5	5	N	N
IKJEFE06	ACMDLIB	same	EBB1102	EBB1102	3013	3013	Y	differs	differs	1	1	7	7	N	N
IKJEFE16	ACMDLIB	rmid-differs	UY04130	UZ69726	733	718	N	differs	differs	1	1	2	11	N	N
IKJEFF00	AOST4	rmid-differs	UZ47243	UZ80230	6705	6681	N	differs	differs	1	1	0	0	Y	Y
IKJEFF01	ACMDLIB	same	UZ80347	UZ80347	1017	1017	Y	differs	differs	1	1	11	11	N	N
IKJEFF02	AOST4	rmid-differs	UZ46135	UZ55435	5531	5587	N	differs	differs	2	2	2	0	N	Y
IKJEFF03	ACMDLIB	rmid-differs	UY22333	EBB1102	2406	2325	N	differs	differs	1	1	0	0	Y	Y
IKJEFF05	ACMDLIB	rmid-differs	UY22333	UZ80230	4117	3653	N	differs	differs	1	1	0	0	Y	Y
IKJEFF06	ACMDLIB	same	EBB1102	EBB1102	1261	1261	Y	differs	differs	1	1	2	2	N	N
IKJEFF07	ACMDLIB	same	UZ70231	UZ70231	2141	2141	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF08	ACMDLIB	same	UZ80230	UZ80230	1245	1245	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF09	ACMDLIB	rmid-differs	UY13425	UZ26710	1469	1333	N	differs	differs	1	1	0	0	Y	Y
IKJEFF10	ACMDLIB	same	EBB1102	EBB1102	445	445	Y	identical	identical	1	1	0	0	N	N
IKJEFF12	ACMDLIB	same	EBB1102	EBB1102	925	925	Y	differs	differs	1	1	4	4	N	N
IKJEFF15	AOST4	same	UZ80230	UZ80230	1509	1509	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF19	AOST4	same	UZ63330	UZ63330	8071	8071	Y	differs	differs	2	2	0	0	Y	Y
IKJEFF20	AOST4	same	UZ80230	UZ80230	837	837	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF50	ACMDLIB	rmid-differs	UZ42921	UZ80230	1879	1879	N	differs	differs	2	2	2	29	N	N
IKJEFF51	AOST4	same	EBB1102	EBB1102	1685	1685	Y	differs	differs	1	1	4	4	N	N
IKJEFF52	AOST4	rmid-differs	UZ48744	UZ80230	2109	2133	N	differs	differs	1	1	0	0	Y	Y
IKJEFF53	AOST4	same	EBB1102	EBB1102	929	929	Y	identical	identical	1	1	0	0	N	N
IKJEFF54	AOST4	same	UZ80230	UZ80230	1421	1421	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF55	ACMDLIB	rmid-differs	UZ48456	UZ74375	2430	2430	N	differs	differs	1	1	0	0	Y	Y
IKJEFF56	AOST4	same	UZ80347	UZ80347	1097	1097	Y	differs	differs	1	1	9	9	N	N
IKJEFF57	ACMDLIB	same	UZ80230	UZ80230	1473	1473	Y	differs	differs	1	1	0	0	Y	Y
IKJEFF58	AOST4	same	EBB1102	EBB1102	485	485	Y	identical	identical	1	1	0	0	N	N
IKJEFF76	AOST4	same	UZ80230	UZ80230	1693	1693	Y	identical	identical	1	1	0	0	N	N
IKJEFF77	AOST4	same	UZ80230	UZ80230	750	750	Y	identical	identical	1	1	0	0	N	N
IKJEFH00	ACMDLIB	same	EBB1102	EBB1102	1381	1381	Y	identical	identical	1	1	0	0	N	N
IKJEFL00	ACMDLIB	same	UZ24079	UZ24079	581	581	Y	differs	differs	1	1	10	10	N	N
IKJEFLA	AOST4	rmid-differs	UY17588	UZ80230	2201	2201	N	differs	differs	1	1	0	0	Y	Y
IKJEFLB	AOST4	rmid-differs	UY07104	UZ30666	2141	2085	N	differs	differs	1	1	0	0	Y	Y
IKJEFLC	AOST4	same	UZ80347	UZ80347	2469	2469	Y	differs	differs	1	1	0	0	Y	Y
IKJEFLCM	AOST4	same	EBB1102	EBB1102	477	477	Y	differs	differs	1	1	5	5	N	N
IKJEFLE	AOST4	rmid-differs	UY39539	UZ70581	11065	10937	N	differs	differs	1	1	0	0	Y	Y
IKJEFLF	AOST4	same	UZ29625	UZ29625	678	678	Y	differs	differs	1	1	0	0	Y	Y
IKJEFLGB	AOST4	rmid-differs	UY17588	UZ23431	2605	2261	N	differs	differs	1	1	0	0	Y	Y
IKJEFLGH	AOST4	rmid-differs	UY17588	EBB1102	549	501	N	differs	differs	1	1	10	8	N	N
IKJEFLGM	AOST4	rmid-differs	UY17588	UZ23796	1857	1801	N	differs	differs	1	1	0	0	Y	Y
IKJEFLGN	AOST4	same	UZ73871	UZ73871	4445	4445	Y	differs	differs	1	1	0	0	Y	Y
IKJEFLH	AOST4	same	UZ36652	UZ36652	1229	1229	Y	differs	differs	1	1	0	0	Y	Y
IKJEFLI	AOST4	rmid-differs	UY17588	UZ70837	5408	5371	N	differs	differs	2	2	0	3	Y	Y
IKJEFLJ	AOST4	rmid-differs	UY07104	UZ73917	1373	1373	N	differs	differs	1	1	0	0	Y	Y
IKJEFLK	AOST4	rmid-differs	UY07104	UZ53382	1269	1309	N	differs	differs	1	1	0	0	Y	Y
IKJEFLL	AOST4	rmid-differs	UY17588	UZ73871	3269	3253	N	differs	differs	1	1	0	0	Y	Y
IKJEFLLM	AOST4	same	UZ55177	UZ55177	917	917	Y	differs	differs	1	1	16	16	N	N
IKJEFLS	AOST4	rmid-differs	UY17588	UZ59568	1765	1565	N	differs	differs	1	1	0	0	Y	Y
IKJEFP00	AOST4	rmid-differs	UY17760	UZ71091	11888	11806	N	differs	differs	3	3	0	0	Y	Y
IKJEFP03	AOST4	same	EBB1102	EBB1102	2645	2645	Y	differs	differs	1	1	0	0	Y	Y
IKJEFP10	AOST4	rmid-differs	UY14769	EBB1102	1370	1306	N	differs	identical	1	1	0	0	Y	N
IKJEFP20	AOST4	rmid-differs	UY14769	UZ69914	2894	2886	N	differs	differs	1	1	0	0	Y	Y
IKJEFP30	AOST4	same	UZ63579	UZ63579	1118	1118	Y	differs	differs	1	1	16	16	N	N
IKJEFP40	AOST4	same	EBB1102	EBB1102	1301	1301	Y	differs	differs	1	1	0	0	Y	Y
IKJEFT03	AOST4	rmid-differs	UY09172	UZ80230	2249	2209	N	differs	differs	1	1	0	0	Y	Y
IKJEFT04	AOST4	rmid-differs	UZ83396	UZ80230	3169	2873	N	differs	differs	1	1	0	0	Y	Y
IKJEFT05	AOST4	rmid-differs	UY02947	UZ39168	5901	5605	N	differs	differs	1	1	0	0	Y	Y
IKJEFT06	AOST4	rmid-differs	UZ42826	UZ23796	2725	2725	N	differs	differs	1	1	0	0	Y	Y
IKJEFT07	AOST4	same	UZ80347	UZ80347	1261	1261	Y	differs	differs	1	1	5	5	N	N
IKJEFT09	AOST4	rmid-differs	UZ82014	UZ80230	1253	1253	N	identical	differs	1	1	0	18	N	N
IKJEFT35	AOST4	rmid-differs	UY17021	UZ35003	2809	2761	N	differs	differs	1	1	0	0	Y	Y
IKJEFT52	AOST4	same	EBB1102	EBB1102	637	637	Y	differs	differs	1	1	2	2	N	N
IKJEFT53	AOST4	same	EBB1102	EBB1102	469	469	Y	differs	differs	1	1	4	4	N	N
IKJEFT54	AOST4	same	EBB1102	EBB1102	1141	1141	Y	differs	differs	1	1	6	6	N	N
IKJEFT55	AOST4	rmid-differs	UY43689	UZ80347	4693	4517	N	differs	differs	1	1	0	0	Y	Y
IKJEFT56	AOST4	same	EBB1102	EBB1102	1005	1005	Y	identical	identical	1	1	0	0	N	N
IKJEFTE2	AOST4	same	EBB1102	EBB1102	474	474	Y	identical	identical	1	1	0	0	N	N
IKJEFTE8	AOST4	same	UZ78841	UZ78841	486	486	Y	differs	differs	1	1	8	8	N	N
IKJEFTNS	AOST4	same	EBB1102	EBB1102	530	530	Y	identical	identical	1	1	0	0	N	N
IKJEFTSC	AOST4	rmid-differs	UY43678	UZ80230	4269	4061	N	identical	differs	1	1	0	0	N	Y
IKJEFXSR	AOST4	same	UZ77304	UZ77304	2053	2053	Y	differs	differs	1	1	0	0	Y	Y
IKJEGASN	ACMDLIB	same	EBB1102	EBB1102	2461	2461	Y	differs	differs	1	1	1	1	N	N
IKJEGMSG	ACMDLIB	rmid-differs	UZ48384	UZ26587	15381	15273	N	differs	differs	1	1	100	0	N	Y
IKJEGSTA	ACMDLIB	same	UZ38716	UZ38716	2746	2746	Y	differs	differs	1	1	2	2	N	N
IKJEHCIR	ACMDLIB	rmid-differs	UZ43283	UZ29539	4805	4249	N	differs	differs	1	1	0	0	Y	Y
IKJEHDEF	ACMDLIB	rmid-differs	UZ43283	EST1102	4532	4266	N	differs	differs	2	2	2	2	Y	Y
IKJEHMEM	ACMDLIB	same	EST1102	EST1102	1541	1541	Y	differs	differs	1	1	0	0	Y	Y
IKJEHREN	ACMDLIB	rmid-differs	UZ45173	UZ26412	10216	9956	N	differs	differs	6	6	7	37	N	Y
IKJL4T00	AOST4	same	UZ27010	UZ27010	1142	1142	Y	differs	differs	1	1	21	21	N	N
IKJNULL	AOSB3	same	EBB1102	EBB1102	429	429	Y	differs	differs	1	1	0	0	Y	Y
IKJRBBCM	AOST4	rmid-differs	UZ83118	EBB1102	910	877	N	identical	differs	1	1	0	3	N	N
IKJRBBCR	AOST4	same	UZ25504	UZ25504	2681	2681	Y	differs	differs	1	1	0	0	Y	Y
IKJRBBMC	AOST4	rmid-differs	UZ48765	UZ80347	3125	2909	N	differs	differs	1	1	0	0	Y	Y
IKJRBBMG	AOST4	same	EBB1102	EBB1102	997	997	Y	differs	differs	1	1	14	14	N	N
IKJRBBU1	AOST4	same	EBB1102	EBB1102	2385	2385	Y	differs	differs	1	1	22	22	N	N
IKJTTRM0	AOST4	rmid-differs	UZ81247	UZ80230	1161	1097	N	identical	differs	1	1	0	0	N	Y
IKT0009C	AOST3	same	UZ35180	UZ35180	1149	1149	Y	identical	identical	1	1	0	0	N	N
IKT0009D	AOST3	same	UZ22286	UZ22286	973	973	Y	differs	differs	1	1	0	0	Y	Y
IKT09401	AOST3	rmid-differs	UZ67122	UZ26904	709	693	N	differs	differs	1	1	0	0	Y	Y
IKT09404	AOST3	same	ETV0108	ETV0108	601	601	Y	identical	identical	1	1	0	0	N	N
IKT09405	AOST3	same	ETV0108	ETV0108	537	537	Y	identical	identical	1	1	0	0	N	N
IKT09409	AOST3	same	UZ22286	UZ22286	645	645	Y	differs	differs	1	1	0	0	Y	Y
IKT0940A	AOST3	same	ETV0108	ETV0108	673	673	Y	identical	identical	1	1	0	0	N	N
IKT0940C	AOST3	same	ETV0108	ETV0108	577	577	Y	differs	differs	1	1	6	6	N	N
IKT0940D	AOST3	same	ETV0108	ETV0108	553	553	Y	identical	identical	1	1	0	0	N	N
IKT0940E	AOST3	same	UZ22286	UZ22286	645	645	Y	differs	differs	1	1	0	0	Y	Y
IKT0940F	AOST3	same	UZ36881	UZ36881	2021	2021	Y	differs	differs	1	1	0	0	Y	Y
IKT09412	AOST3	same	UZ54020	UZ54020	717	717	Y	differs	differs	1	1	0	0	Y	Y
IKT09413	AOST3	rmid-differs	UZ68882	UZ31365	677	645	N	differs	differs	1	1	0	6	Y	N
IKT09414	AOST3	same	ETV0108	ETV0108	537	537	Y	identical	identical	1	1	0	0	N	N
IKT3270I	AOST3	rmid-differs	UZ71054	UZ30658	3541	3525	N	differs	differs	1	1	0	0	Y	Y
IKT3270O	AOST3	rmid-differs	UZ67122	UZ55134	10545	10385	N	differs	differs	1	1	0	0	Y	Y
IKT93EST	AOST3	same	UZ20953	UZ20953	1317	1317	Y	differs	differs	1	1	0	0	Y	Y
IKTASCII	AOST3	same	ETV0108	ETV0108	1174	1174	Y	identical	identical	1	1	0	0	N	N
IKTASTPT	AOST3	same	UZ20953	UZ20953	2485	2485	Y	differs	differs	1	1	0	0	Y	Y
IKTATTN	AOST3	same	UZ55134	UZ55134	813	813	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS00	AOST3	same	UZ23110	UZ23110	3785	3785	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS20	AOST3	same	ETV0108	ETV0108	1249	1249	Y	identical	identical	1	1	0	0	N	N
IKTCAS21	AOST3	same	ETV0108	ETV0108	1749	1749	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS22	AOST3	same	UZ29064	UZ29064	869	869	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS23	AOST3	same	UZ37081	UZ37081	4109	4109	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS24	AOST3	same	UZ28155	UZ28155	1257	1257	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS30	AOST3	same	ETV0108	ETV0108	1153	1153	Y	identical	identical	1	1	0	0	N	N
IKTCAS31	AOST3	same	UZ30817	UZ30817	2637	2637	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS32	AOST3	same	UZ23918	UZ23918	1037	1037	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS33	AOST3	same	ETV0108	ETV0108	937	937	Y	identical	identical	1	1	0	0	N	N
IKTCAS40	AOST3	same	ETV0108	ETV0108	1757	1757	Y	identical	identical	1	1	0	0	N	N
IKTCAS41	AOST3	same	ETV0108	ETV0108	1629	1629	Y	identical	identical	1	1	0	0	N	N
IKTCAS42	AOST3	same	ETV0108	ETV0108	1285	1285	Y	identical	identical	1	1	0	0	N	N
IKTCAS51	AOST3	same	ETV0108	ETV0108	881	881	Y	identical	identical	1	1	0	0	N	N
IKTCAS52	AOST3	same	UZ22705	UZ22705	1269	1269	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS53	AOST3	same	UZ28016	UZ28016	1285	1285	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS54	AOST3	same	UZ28257	UZ28257	7005	7005	Y	identical	identical	1	1	0	0	N	N
IKTCAS55	AOST3	same	ETV0108	ETV0108	1777	1777	Y	differs	differs	1	1	0	0	Y	Y
IKTCAS56	AOST3	same	UZ26649	UZ26649	2489	2489	Y	differs	differs	1	1	0	0	Y	Y
IKTCASCX	AOST3	same	UZ28016	UZ28016	1653	1653	Y	differs	differs	1	1	0	0	Y	Y
IKTCASOX	AOST3	same	UZ35215	UZ35215	1549	1549	Y	differs	differs	1	1	0	0	Y	Y
IKTEXIT	AOST3	same	UZ22286	UZ22286	1093	1093	Y	differs	differs	1	1	0	0	Y	Y
IKTIIOM	AOST4	same	UZ28016	UZ28016	1733	1733	Y	differs	differs	1	1	0	0	Y	Y
IKTIMIDS	AOST3	same	UZ54076	UZ54076	2877	2877	Y	differs	differs	1	1	0	0	Y	Y
IKTIMLU2	AOST3	same	UZ30124	UZ30124	3549	3549	Y	differs	differs	1	1	0	0	Y	Y
IKTIOFRR	AOST3	same	UZ28252	UZ28252	1717	1717	Y	differs	differs	1	1	0	0	Y	Y
IKTIST00	AOST3	same	ETV0108	ETV0108	697	697	Y	identical	identical	1	1	0	0	N	N
IKTLOGFF	AOST4	same	UZ28155	UZ28155	941	941	Y	differs	differs	1	1	0	0	Y	Y
IKTLOGR	AOST4	same	UZ28255	UZ28255	2117	2117	Y	differs	differs	1	1	0	0	Y	Y
IKTLTERM	AOST3	same	UZ34888	UZ34888	5149	5149	Y	differs	differs	1	1	0	0	Y	Y
IKTMSGS	AOST3	same	UZ27561	UZ27561	1702	1702	Y	differs	differs	1	1	0	0	Y	Y
IKTOMIDS	AOST3	same	UZ31989	UZ31989	2669	2669	Y	differs	differs	1	1	0	0	Y	Y
IKTOMLU2	AOST3	same	UZ55134	UZ55134	3853	3853	Y	differs	differs	1	1	0	0	Y	Y
IKTQMIN	AOST3	same	UZ55134	UZ55134	4601	4601	Y	differs	differs	1	1	0	0	Y	Y
IKTRPLXT	AOST4	same	ETV0108	ETV0108	705	705	Y	identical	identical	1	1	0	0	N	N
IKTTIMRT	AOST3	same	UZ37081	UZ37081	4317	4317	Y	differs	differs	1	1	0	0	Y	Y
IKTTOMJR	AOST3	same	UZ22286	UZ22286	573	573	Y	differs	differs	1	1	0	0	Y	Y
IKTTOMRT	AOST3	same	UZ37081	UZ37081	9897	9897	Y	differs	differs	1	1	0	0	Y	Y
IKTVTGET	AOST3	rmid-differs	UZ57385	UZ55134	3029	3037	N	differs	differs	1	1	0	0	Y	Y
IKTVTPUT	AOST3	same	UZ26905	UZ26905	1749	1749	Y	differs	differs	1	1	0	0	Y	Y
IKTXLOG	AOST4	same	ETV0108	ETV0108	441	441	Y	identical	identical	1	1	0	0	N	N
IKTXMTPT	AOST3	rmid-differs	UZ61840	UZ27111	1525	1477	N	differs	differs	1	1	0	0	Y	Y
ILRACT	AOSC5	same	UZ21112	UZ21112	2054	2054	Y	differs	differs	1	1	1271	1271	N	N
ILRASM00	AOSC5	same	EBB1102	EBB1102	1949	1949	Y	differs	differs	1	1	0	0	Y	Y
ILRFMT00	AOSC5	same	UZ36038	UZ36038	10494	10494	Y	differs	differs	1	1	0	0	Y	Y
ILRFMTCV	AOSC5	same	UZ30643	UZ30643	9734	9734	Y	differs	differs	1	1	0	0	Y	Y
ILRFMTPG	AOSC5	same	EBB1102	EBB1102	4937	4937	Y	differs	differs	1	1	0	0	Y	Y
ILRFMTSW	AOSC5	same	UZ30643	UZ30643	8318	8318	Y	differs	differs	1	1	0	0	Y	Y
ILRFRSLT	AOSC5	same	EBB1102	EBB1102	925	925	Y	differs	differs	1	1	3	3	N	N
ILRGOS01	AOSC5	same	UZ26912	UZ26912	3606	3606	Y	identical	identical	1	1	0	0	N	N
ILRJTERM	AOSC5	same	EBB1102	EBB1102	973	973	Y	differs	differs	1	1	4	4	N	N
ILRPEX	AOSC5	same	EBB1102	EBB1102	693	693	Y	differs	differs	1	1	4	4	N	N
ILRPGEXP	AOSC5	same	UZ53910	UZ53910	6746	6746	Y	differs	differs	1	1	0	0	Y	Y
ILRPREAD	AOSC5	same	EBB1102	EBB1102	1845	1845	Y	differs	differs	1	1	11	11	N	N
