module	offset	module_bytes	derived_bytes
AHLT103	0x000454	FFFFFFFD	00000000
AHLT103	0x0004AB	00000000	40404040
AHLT103	0x0004AF	00000000	FFFFFF5D
AHLT103	0x0004B2	00404040	5D6B000D
AHLT103	0x0004B4	404040FF	000D8000
AHLT103	0x0004B8	FFFF5D6B	C1C8D3F1
AHLT103	0x0004C1	C8D3F1F0	C9D67EE2
AHLT103	0x0004C9	C9D67EE2	C9D67E4D
AHLT103	0x0004CD	C9D67E4D	E2C9D67E
AHLT103	0x0004D2	D67E4DE2	E2E5C37E
AHLT103	0x0004D7	D67E4DE2	D7C97E4D
AHLT103	0x000567	00000000	E2E8E2D4
AHLT103	0x0005B8	D9D440D9	00000126
AHLT103	0x0005D4	000045A6	000001FC
AHLTDIR	0x000016	58C0F328	58C0F308
AHLTDIR	0x0000D4	101247F0	4110310C
AHLTDIR	0x0000EC	48B0B086	1BBB40B0
AHLTDIR	0x00010C	92001005	12FF4780
AHLTDIR	0x000112	000458E0	58902094
AHLTDIR	0x000126	C13C5890	584020B8
AHLTDIR	0x000138	47F0C14E	58E0A004
AHLTDIR	0x000154	03805890	07FE58C0
AHLTDIR	0x000156	5890800C	58C0F1B2
AHLTDIR	0x0001C6	10FC58B0	911010EA
AHLTDIR	0x0001E0	10EA47E0	920010FC
AHLTDIR	0x0001EC	C1F84100	5000A00C
AHLTDIR	0x000222	58B03108	D2053250
AHLTDIR	0x000228	B086C312	5010A010
AHLTDIR	0x00027C	41B0B086	58B00010
AHLTDIR	0x00028E	10004770	58B00010
AHLTDIR	0x00029C	58F0B020	5810A010
AHLTDIR	0x0002B0	B01C05EF	07FE58E0
AHLTDIR	0x0002B2	05EF5810	58E0A008
AHLTDIR	0x0002C6	A00807FE	58800380
AHLTDIR	0x0002E8	55908000	47F0C2B0
AHLTDIR	0x0002F4	5090800C	0008000E
AHLTDIR	0x0002F6	800C9204	000E0016
AHLTDIR	0x0002F8	920410FC	0016F100
AHLTDIR	0x0002FA	10FC58B0	F100F200
AHLTDIR	0x000304	47F0C2C8	00000000
AHLTDIR	0x000308	47F0C2C8	00000000
AHLTDIR	0x00030C	0012001A	C7E3C600
AHLTDIR	0x00030F	1AF100F2	00010000
AHLTDIR	0x000317	080000FF	C1C8D3E3
AHLTDIR	0x000330	01000000	0000033C
AHLTDIR	0x000334	000000C1	00000000
AHLTDIR	0x000338	C8D3E3C4	800003A8
AHLTDIR	0x000339	D3E3C4C9	0003A81B
AHLTDIR	0x00033C	C9D940C1	1BC4E4D4
AHLTDIR	0x00033D	D940C1C8	C4E4D4D7
AHLTDIR	0x000358	80000D60	C4C9D940
AHLTDIR	0x00035C	1BC4E4D4	E3D9E340
AHLTDIR	0x000360	D740D6C6	C1C2C4E4
AHLTDIR	0x000366	E3C640D4	40E2C4E4
AHLTDIR	0x00036C	E4D3C540	00000000
AHLTMON	0x00001C	50D0C534	50D0C514
AHLTMON	0x000086	0A2347F0	5810C578
AHLTMON	0x000096	0A2347F0	4110C700
AHLTMON	0x000118	C32847F0	BEF3C5C4
AHLTMON	0x000146	0A3C47F0	58E00010
AHLTMON	0x00015A	C1449602	9110200C
AHLTMON	0x00016A	00109604	58E00010
AHLTMON	0x0001E0	0A3C47F0	D203C598
AHLTMON	0x0001F6	0A2347F0	5900F382
AHLTMON	0x000210	C5BC47F0	90ECD00C
AHLTMON	0x000260	D2171124	58D0D004
AHLTMON	0x000264	F00058D0	98ECD00C
AHLTMON	0x00026A	98ECD00C	18169204
AHLTMON	0x000290	0A3C47F0	05F058C0
AHLTMON	0x0002A4	0A235820	58600010
AHLTMON	0x000312	D540C5D9	4100C720
AHLTMON	0x000324	07004100	58600010
AHLTMON	0x000342	C7915830	91402064
AHLTMON	0x000352	91402054	41000001
AHLTMON	0x000426	30005060	5860201C
AHLTMON	0x000460	30005060	58602024
AHLTMON	0x000492	30005060	5860202C
AHLTMON	0x0004C4	30005060	4100013C
AHLTMON	0x000514	C5DC5060	58F0C598
AHLTMON	0x000574	589030AC	00000008
AHLTMON	0x000578	58A09000	0000000C
AHLTMON	0x00057C	5000A000	00000014
AHLTMON	0x000580	58E0203C	00000034
AHLTMON	0x000584	5830E0AC	80000000
AHLTMON	0x000588	58E03000	00000000
AHLTMON	0x00058C	5830E000	00000000
AHLTMON	0x000590	18E18BE0	00000000
AHLTMON	0x000594	00000008	00000000
AHLTMON	0x000598	0000000C	00000000
AHLTMON	0x00059C	00000014	00000000
AHLTMON	0x0005A0	00000034	00000000
AHLTMON	0x0005A4	80000000	00000000
AHLTMON	0x0005B0	000008B0	00000000
AHLTMON	0x0005B8	00000910	00000000
AHLTMON	0x0005BC	000009C8	0000001C
AHLTMON	0x0005C5	FF4770BB	C7E3C6C5
AHLTMON	0x0005D0	00000000	E5E2F2E3
AHLTMON	0x0006D3	A0900094	F0F1F2F3
AHLTMON	0x000704	90234040	818893A3
AHLTMON	0x00070C	00000000	818893A3
AHLTMON	0x000714	00408000	818893A3
AHLTMON	0x0007C0	C5615030	00000000
AHLTPID	0x000016	58C0FA3A	58C0FA12
AHLTPID	0x00018A	5880800C	5890800C
AHLTPID	0x0001A2	4780C1A8	92203107
AHLTPID	0x0001BA	3107D203	D207313A
AHLTPID	0x0001C0	CA64D203	92803105
AHLTPID	0x0001DE	1F991989	58908000
AHLTPID	0x0001F2	80001299	D2073122
AHLTPID	0x0001F8	C204D207	92003105
AHLTPID	0x000204	D2073122	58C0F824
AHLTPID	0x000214	C46858C0	92003105
AHLTPID	0x000236	59808000	58808000
AHLTPID	0x000252	88900004	5890800C
AHLTPID	0x00026C	18891288	D2073136
AHLTPID	0x000276	31368008	D2073136
AHLTPID	0x000280	3136CA54	D2073136
AHLTPID	0x000296	80009500	5890800C
AHLTPID	0x0002AE	90001299	5880800C
AHLTPID	0x0002C2	800CD203	5890800C
AHLTPID	0x0002DA	4770C2E8	92203107
AHLTPID	0x0002F2	12884770	D2073136
AHLTPID	0x0002F8	D2073136	92003105
AHLTPID	0x000308	3136CA64	58C0F720
AHLTPID	0x000318	3136CA7C	92003105
AHLTPID	0x000348	12994770	D2073132
AHLTPID	0x00035E	90009200	92D3313A
AHLTPID	0x000362	310592E2	4180001F
AHLTPID	0x00036A	C386D207	58C0F6BE
AHLTPID	0x00037A	92C7313A	92003105
AHLTPID	0x000392	18AED207	D2033132
AHLTPID	0x000398	CAA745E0	4180001A
AHLTPID	0x0003A0	31055860	4140C4DC
AHLTPID	0x0003F6	50A07008	5040311C
AHLTPID	0x000422	40603120	58908000
AHLTPID	0x000436	19894770	D2073122
AHLTPID	0x00043C	588040B0	58E07010
AHLTPID	0x000442	4780C45A	07FE5000
AHLTPID	0x000444	C45A5890	5000327C
AHLTPID	0x000476	310C4190	41900008
AHLTPID	0x000496	47F0C4BA	1F994090
AHLTPID	0x0004B6	40901006	5800327C
AHLTPID	0x0004BA	1F994090	58E07008
AHLTPID	0x0004DC	327C58E0	58C0F54C
AHLTPID	0x000548	C8109204	911010EA
AHLTPID	0x000562	F00094FB	920010FC
AHLTPID	0x000578	4770C586	91402008
AHLTPID	0x000588	10FC9680	4100CAD0
AHLTPID	0x0005B4	05EF40F0	D203324C
AHLTPID	0x0005BE	CB205860	D203324C
AHLTPID	0x0005C4	D5016086	41103248
AHLTPID	0x0005E8	41103248	95003105
AHLTPID	0x000636	C6889520	D207313A
AHLTPID	0x000656	47F0C67A	94FB3101
AHLTPID	0x000664	4160C1D2	95803105
AHLTPID	0x00069A	4160C20A	91083100
AHLTPID	0x0006D8	4160C226	95203105
AHLTPID	0x000702	C8109520	D2073136
AHLTPID	0x000722	47F0C746	94FB3101
AHLTPID	0x000730	4160C31C	91043100
AHLTPID	0x00076E	4160C33C	95083105
AHLTPID	0x0007A4	4160C360	91023101
AHLTPID	0x0007DE	920410FC	58E0700C
AHLTPID	0x0007EC	10FD41F0	D201311C
AHLTPID	0x00081C	C8404110	4110310C
AHLTPID	0x00083A	100E47F0	1F664060
AHLTPID	0x00085A	40601006	58103280
AHLTPID	0x00088E	3256D20D	D2037004
AHLTPID	0x00089E	D5016086	D2037004
AHLTPID	0x0008AA	6086CA32	58807004
AHLTPID	0x00091C	1004CA8C	58600010
AHLTPID	0x00092E	100C9520	58600010
AHLTPID	0x00093C	4770C952	47F0C99E
AHLTPID	0x000940	58600010	41103248
AHLTPID	0x00097E	1004CA8C	58600010
AHLTPID	0x000990	100C9520	58600010
AHLTPID	0x00099E	4770C9B4	58103280
AHLTPID	0x0009AA	58F06020	58602010
AHLTPID	0x0009D0	20101266	920410FC
AHLTPID	0x000A08	D2171124	002A0032
AHLTPID	0x000A0A	1124F000	00326101
AHLTPID	0x000A0C	F00058E0	61016200
AHLTPID	0x000A0E	58E0700C	62000040
AHLTPID	0x000A14	03805880	00000006
AHLTPID	0x000A18	700C5580	00000008
AHLTPID	0x000A1C	70004780	0000FFFF
AHLTPID	0x000A24	70085080	00000000
AHLTPID	0x000A28	700C07FE	00000000
AHLTPID	0x000A2C	002A0032	D561C140
AHLTPID	0x000A34	00401F77	E6C1C9E3
AHLTPID	0x000A3C	00000008	E2E5C360
AHLTPID	0x000A44	07009180	E2E5C360
AHLTPID	0x000A4C	BA3CD207	5C5CC9D9
AHLTPID	0x000A54	D561C140	5C5C5C5C
AHLTPID	0x000A5C	E6C1C9E3	D7D7D7D7
AHLTPID	0x000A64	E2E5C360	C7E3C608
AHLTPID	0x000A67	60E3F240	08000000
AHLTPID	0x000A6F	60D9C5E2	04000000
AHLTPID	0x000A77	D9C25C5C	02000000
AHLTPID	0x000A7F	5C5C5C5C	00020000
AHLTPID	0x000AAE	00EEEE3E	C1C8D3E3
AHLTPID	0x000AC8	00010002	00000000
AHLTPID	0x000ACC	83544CE0	80000A08
AHLTPID	0x000ACD	544CE000	000A0800
AHLTPID	0x000AD0	00045830	00000ADC
AHLTPID	0x000AD4	8360C1C8	00000000
AHLTPID	0x000AD8	D3E3D7C9	80000B90
AHLTPID	0x000AD9	E3D7C9C4	000B901B
AHLTPID	0x000ADC	C440C1C8	1BC4E4D4
AHLTPID	0x000ADD	40C1C8D3	C4E4D4D7
AHLTPID	0x000AF8	00000B04	D7C9C440
AHLTPID	0x000B06	E4D4D740	D7C94040
AHLTPID	0x000B0A	D6C640C7	C4E2D740
AHLTPID	0x000B10	40D4D6C4	0000011A
AHLTPID	0x000B50	000001CC	00000252
AHLTPMT	0x0000C0	58A0BD54	58A0BD0C
AHLTPMT	0x000144	58A0BD54	58A0BD0C
AHLTPMT	0x0001C8	58A0BD54	58A0BD0C
AHLTPMT	0x00024C	58A0BD54	58A0BD0C
AHLTPMT	0x00028E	065058A0	063058A0
AHLTPMT	0x0002EE	58A0BD60	D203BD2C
AHLTPMT	0x000320	9104A012	9200BD11
AHLTPMT	0x000328	9200BD59	58A0203C
AHLTPMT	0x00034E	9203A010	187358A0
AHLTPMT	0x000350	A01047F0	58A0203C
AHLTPMT	0x000390	9202BD59	41A00001
AHLTPMT	0x0003C0	BCA4189A	186A4C60
AHLTPMT	0x0003E0	47D0B3A8	58A0203C
AHLTPMT	0x0003EC	47F0BC30	5860203C
AHLTPMT	0x000428	47F0B436	58F0203C
AHLTPMT	0x000442	4770B432	5030BD08
AHLTPMT	0x00044A	47F0B486	4A30BC6E
AHLTPMT	0x00044E	5E30BD08	41000003
AHLTPMT	0x000468	47F0B4FC	5030BD00
AHLTPMT	0x00046C	5030BD48	4A30BC6E
AHLTPMT	0x000488	47F0B4FC	58F0203C
AHLTPMT	0x00049E	5E30BD08	58F0203C
AHLTPMT	0x0004C2	47F0BC30	9201BD11
AHLTPMT	0x0004CA	47F0B4C8	4A30BC6E
AHLTPMT	0x0004E0	5030BD4C	183A8B30
AHLTPMT	0x0004EC	BF7C07FA	5830203C
AHLTPMT	0x000508	41A00001	5830203C
AHLTPMT	0x000510	58A0203C	58F0BCF8
AHLTPMT	0x00053E	92FFA010	5830203C
AHLTPMT	0x00055A	5860309C	5830203C
AHLTPMT	0x000572	5870BD78	9200BD10
AHLTPMT	0x000582	9200BD58	58A0203C
AHLTPMT	0x000594	B58C5890	58A0BD08
AHLTPMT	0x0005A4	5E30BD08	18A31BA7
AHLTPMT	0x0005B0	47D0B57A	18A31BA7
AHLTPMT	0x0005BE	12994780	58A0203C
AHLTPMT	0x0005EE	BD14189A	9240BD3D
AHLTPMT	0x00060C	1F980690	18A54CA0
AHLTPMT	0x00063A	BD38D502	41A00001
AHLTPMT	0x000642	4780B6CE	41FABD3B
AHLTPMT	0x00065A	95C14000	58A0BCFC
AHLTPMT	0x000676	95F04000	41A00001
AHLTPMT	0x00068A	41900001	18A54CA0
AHLTPMT	0x0006B4	B6B819A4	58A0203C
AHLTPMT	0x0006C0	920FA010	41A00003
AHLTPMT	0x0006D6	00031895	9501BD10
AHLTPMT	0x0006E8	1E749501	9503BD12
AHLTPMT	0x0006F8	47F0B57A	9502BD12
AHLTPMT	0x000708	47F0B968	5840BD2C
AHLTPMT	0x000714	5070BD74	5940BD2C
AHLTPMT	0x000724	5870BD78	41500001
AHLTPMT	0x000728	5960BD74	18A54CA0
AHLTPMT	0x00075C	BD38D502	18A54CA0
AHLTPMT	0x000782	BD38D502	41A00003
AHLTPMT	0x0007A0	203C5840	4A40BCE2
AHLTPMT	0x0007A8	5E40BD38	5830203C
AHLTPMT	0x0007C4	4780B4F4	5830203C
AHLTPMT	0x0007DC	58A0203C	9200BD10
AHLTPMT	0x0007EC	5830203C	58A0203C
AHLTPMT	0x0007FE	BD481883	58A0BD08
AHLTPMT	0x00080E	203C1E93	18A31BA7
AHLTPMT	0x000836	47D0BC28	58A0203C
AHLTPMT	0x000842	59A0BD08	D202BD3C
AHLTPMT	0x00087E	1E5844E0	D202BD3C
AHLTPMT	0x000884	188391F0	9501BD12
AHLTPMT	0x0008A0	BD84BD70	58A0203C
AHLTPMT	0x0008AC	D502BD84	D502BD3C
AHLTPMT	0x0008CC	D502BD84	41500001
AHLTPMT	0x0008D0	BDA447D0	18A54CA0
AHLTPMT	0x0008FE	BD121846	18A54CA0
AHLTPMT	0x000920	5E50BD08	41A00003
AHLTPMT	0x000936	9000BD70	9501BD10
AHLTPMT	0x000946	47F0BC30	9501BD12
AHLTPMT	0x000956	BD38D202	5060BD34
AHLTPMT	0x00095A	F000BD84	9500BD11
AHLTPMT	0x00096A	BD0847F0	D203BD18
AHLTPMT	0x000996	BD7450A0	58A0203C
AHLTPMT	0x0009BA	B9AC58A0	58A0203C
AHLTPMT	0x0009E0	1873D202	58A0203C
AHLTPMT	0x000A04	A09C9602	58A0203C
AHLTPMT	0x000A2A	1873D202	58A0203C
AHLTPMT	0x000A4E	A0A09620	58A0203C
AHLTPMT	0x000A74	1873D202	58A0203C
AHLTPMT	0x000A98	A0A89608	58A0203C
AHLTPMT	0x000ABE	1873D202	58A0203C
AHLTPMT	0x000AE2	A0A49680	58A03000
AHLTPMT	0x000B02	BD905860	06A01B77
AHLTPMT	0x000B0E	A0A850A0	18F54CF0
AHLTPMT	0x000B64	18A65EA0	4A50BC6E
AHLTPMT	0x000B68	BD005EA0	195A47D0
AHLTPMT	0x000B76	5EA0BD00	41A00004
AHLTPMT	0x000BA0	47D0BB28	18A54CA0
AHLTPMT	0x000BEA	5EA0BD38	58A0203C
AHLTPMT	0x000C0C	A000BD70	58A0203C
AHLTPMT	0x000C14	5E50BD08	58A0203C
AHLTPMT	0x000C50	9180A012	58A0203C
AHLTPMT	0x000C58	9204A011	58A0D004
AHLTPMT	0x000C62	58A0203C	58D0D004
AHLTPMT	0x000C66	9104A012	98ECD00C
AHLTPMT	0x000C6C	BC889216	58A0D004
AHLTPMT	0x000C7A	05EF58A0	58A0D004
AHLTPMT	0x000C88	58A0203C	00000001
AHLTPMT	0x000C8A	203C9610	00010002
AHLTPMT	0x000C8C	9610A012	00020005
AHLTPMT	0x000C8E	A01258A0	00050006
AHLTPMT	0x000C90	58A0D004	00060007
AHLTPMT	0x000C92	D0041F33	00070032
AHLTPMT	0x000C94	1F335030	0032007C
AHLTPMT	0x000C96	5030A010	007CD200
AHLTPMT	0x000C98	A01058D0	D200BD55
AHLTPMT	0x000C9E	98ECD00C	D200BD3C
AHLTPMT	0x000CA4	58A0D004	D2005000
AHLTPMT	0x000CF8	00000000	FFFFFFFD
AHLTPMT	0x000CFC	00000000	00000003
AHLTPMT	0x000CFE	00000000	00030000
AHLTPMT	0x000D00	00000000	00000008
AHLTPMT	0x000D02	00000000	00080000
AHLTPMT	0x000D04	00000000	0000000C
AHLTPMT	0x000D06	00000000	000C0000
AHLTPMT	0x000D08	00000000	0000003C
AHLTPMT	0x000D0C	00000000	00000099
AHLTPMT	0x000D5B	94000029	40404040
AHLTPMT	0x000D78	C4000000	F0F0F0F2
AHLTPMT	0x000D7B	00000000	F2F5F5F0
AHLTPMT	0x000D7E	00000000	F0F1F9F0
AHLTPMT	0x000D81	00000000	F0F1F6F0
AHLTPMT	0x000D84	00000000	F0F1F7F0
AHLTPMT	0x000D87	00000000	F0F1F8F0
AHLTPMT	0x000D8A	0000FFFF	F0F1F9C1
AHLTPMT	0x000D8D	FFFF0000	C1C8D3E3
