module	as370_rc	ifox_rc	tool	tool_restamped	dlib
ISTSDCCR	0	0000	identical		holes
ISTSDCD1	0	0000	identical		identical
ISTSDCD2	0	0000	identical		holes
ISTSDCD3	0	0000	identical		identical
ISTSDCDS	0	0000	identical		holes
ISTSDCGE	0	0000	identical		length
ISTSDCGP	0	0000	identical		length
ISTSDCHS	0	0000	identical		length
ISTSDCIN	0	0000	identical		identical
ISTSDCLM	0	0000	identical		length
ISTSDCLN	0	0000	identical		length
ISTSDCLP	0	0000	identical		identical
ISTSDCLU	0	0000	identical		length
ISTSDCML	0	0000	identical		length
ISTSDCMT	0	0000	identical		length
ISTSDCOD	0	0000	identical		identical
ISTSDCP1	0	0000	identical		holes
ISTSDCP2	0	0000	identical		holes
ISTSDCP3	0	0000	identical		holes
ISTSDCP4	0	0000	identical		length
ISTSDCP5	0	0000	identical		identical
ISTSDCP6	0	0000	identical		holes
ISTSDCPA	0	0000	identical		holes
ISTSDCPC	0	0000	identical		holes
ISTSDCPU	0	0000	identical		length
ISTSDCRC	0	0000	identical		holes
ISTSDCRN	0	0000	identical		length
ISTSDCRS	0	0000	identical		length
ISTSDCSB	0	0000	identical		holes
ISTSDCSC	0	0000	identical		identical
ISTSDCSS	0	0000	identical		length
ISTSDCSU	0	0000	identical		identical
ISTSDCTM	0	0000	identical		identical
ISTSDCVB	0	0000	identical		length
ISTSDCVG	0	0000	identical		holes
ISTSDCVI	0	0000	identical		holes
ISTSEC01	0	0000	identical		identical
ISTSEC10	0	0000	identical		length
ISTSEC21	0	0000	identical		holes
ISTSEC30	0	0000	identical		identical
ISTSEC40	0	0000	identical		mixed
ISTSEC51	0	0000	identical		holes
ISTSQC00	0	0000	identical		length
ISTSQC01	0	0000	identical		identical
ISTSQC02	0	0000	identical		holes
ISTSQC03	0	0000	identical		identical
ISTSQC04	0	0000	identical		identical
ISTSQC05	0	0000	identical		holes
ISTSQC06	0	0000	identical		identical
ISTSQC07	0	0000	identical		holes
ISTSQC08	0	0000	identical		holes
ISTSQC09	0	0000	identical		holes
ISTSQC0A	0	0000	identical		identical
ISTSQC0B	0	0000	identical		length
ISTSTC00	0	0000	identical		length
ISTTC035	0	0000	identical		length
ISTTC037	0	0000	identical		holes
ISTVTLOD	0	0000	identical		identical
ISTYCLUS	0	0000	identical		identical
ISTYCONT	0	0000	identical		identical
ISTYPSOL	0	0000	identical		identical
ISTYSSCP	0	0000	identical		identical
ISTYTCM1	0	0000	identical		identical
ISTYTCM2	0	0000	identical		identical
ISTYTCM3	0	0000	identical		identical
ISTZAF0A	0	0000	identical		identical
ISTZAF0B	0	0000	identical		identical
ISTZAF1A	0	0000	identical		identical
ISTZAF1B	0	0000	identical		identical
ISTZAF1R	0	0000	identical		identical
ISTZBF0A	0	0000	identical		length
ISTZBF0B	0	0000	identical		identical
ISTZBF0L	0	0000	identical		identical
ISTZBFAA	0	0000	identical		holes
ISTZBFAB	0	0000	identical		holes
ISTZBFAE	0	0000	identical		holes
ISTZBFAG	0	0000	identical		holes
ISTZBFAI	0	0000	identical		holes
ISTZBFAL	0	0000	identical		holes
ISTZBFAM	0	0000	identical		holes
ISTZBFAR	0	0000	identical		holes
ISTZBFBA	0	0000	identical		holes
ISTZBFBB	0	0000	identical		length
ISTZBFBI	0	0000	identical		identical
ISTZBFBR	0	0000	identical		identical
ISTZBFCB	0	0000	identical		holes
ISTZBFDI	0	0000	identical		identical
ISTZBFDR	0	0000	identical		identical
ISTZBFEB	0	0000	identical		holes
ISTZBFFA	0	0000	identical		length
ISTZBFFB	0	0000	identical		length
ISTZBFGA	0	0000	identical		holes
ISTZBFGB	0	0000	identical		holes
ISTZBFHA	0	0000	identical		holes
ISTZBFHB	0	0000	identical		holes
ISTZBFIA	0	0000	identical		identical
ISTZBFIB	0	0000	identical		identical
ISTZBFID	0	0000	identical		identical
ISTZBFIF	0	0000	identical		length
ISTZBFMB	0	0000	identical		identical
ISTZBFNB	0	0000	identical		holes
ISTZBFND	0	0000	identical		holes
ISTZBFNE	0	0000	identical		holes
ISTZBFOB	0	0000	identical		length
ISTZBFPB	0	0000	identical		holes
ISTZBFSC	0	0000	identical		length
ISTZBFX0	0	0000	identical		holes
ISTZBFXA	0	0000	identical		holes
ISTZBFY0	0	0000	identical		length
ISTZBFZ0	0	0000	identical		length
ISTZBM0J	0	0000	identical		mixed
ISTZBM0K	0	0000	identical		length
ISTZBMJA	0	0000	identical		holes
ISTZCF0A	0	0000	identical		identical
ISTZCF0B	0	0000	identical		holes
ISTZCF1A	0	0000	identical		length
ISTZCF1B	0	0000	identical		text
ISTZCFAI	0	0000	identical		identical
ISTZCFBI	0	0000	identical		length
ISTZCFCI	0	0000	identical		identical
ISTZDFA0	0	0000	identical		identical
ISTZDFB0	0	0000	identical		identical
ISTZDFC0	0	0000	identical		length
ISTZDFD0	0	0000	identical		length
ISTZDFE0	0	0000	identical		holes
ISTZDFF0	0	0000	identical		identical
ISTZDFH0	0	0000	identical		identical
ISTZDFI0	0	0000	identical		identical
ISTZDFJ0	0	0000	identical		length
ISTZDFK0	0	0000	identical		mixed
ISTZDFKA	0	0000	identical		mixed
ISTZDFKB	0	0000	identical		length
ISTZDFL0	0	0000	identical		length
ISTZDFMF	0	0000	identical		identical
ISTZDFNB	0	0000	identical		identical
ISTZDFPR	0	0000	identical		length
ISTZDFQR	0	0000	identical		holes
ISTZDFWB	0	0000	identical		holes
ISTZDFWR	0	0000	identical		identical
ISTZDFXR	0	0000	identical		holes
ISTZDMMB	0	0000	identical		length
ISTZEFBA	0	0000	identical		mixed
ISTZEFDA	0	0000	identical		identical
ISTZEMAA	0	0000	identical		mixed
ISTZEMAB	0	0000	identical		length
ISTZEMBB	0	0000	identical		length
ISTZEMEA	0	0000	identical		mixed
ISTZEMFA	0	0000	identical		holes
ISTZEMTA	0	0000	identical		length
ISTZFFCB	0	0000	identical		identical
ISTZFFDB	0	0000	identical		holes
ISTZFFDF	0	0000	identical		holes
ISTZFFEA	0	0000	identical		mixed
ISTZFFXA	0	0000	identical		identical
ISTZFM0A	0	0000	identical		length
ISTZFM0B	0	0000	identical		text
ISTZFM1B	0	0000	identical		length
ISTZFM1F	0	0000	identical		identical
ISTZFM2B	0	0000	identical		mixed
ISTZFM3B	0	0000	identical		length
ISTZFMAA	8	0000	bytes	bytes	text
ISTZFMAB	0	0000	identical		text
ISTZFMAF	0	0000	identical		holes
ISTZFMBB	0	0000	identical		holes
ISTZFMEB	0	0000	identical		length
ISTZFMFA	0	0000	identical		text
ISTZFMTA	0	0000	identical		holes
ISTZFMUA	0	0000	identical		mixed
ISTZFMV0	0	0000	identical		identical
ISTZFMV1	0	0000	identical		identical
ISTZFSV0	0	0000	identical		identical
ISTZGF0A	8	0000	bytes	bytes	length
ISTZGF0B	0	0000	identical		mixed
ISTZGF1A	0	0000	identical		holes
ISTZGFAB	0	0000	identical		holes
ISTZGFBB	0	0000	identical		length
ISTZGFCB	0	0000	identical		holes
ISTZHFAN	0	0000	identical		holes
ISTZIF0B	0	0000	identical		length
ISTZIF1B	0	0000	identical		length
ISTZIFAA	0	0000	identical		holes
ISTZIFAB	0	0000	identical		length
ISTZIFBB	0	0000	identical		length
ISTZIFBI	0	0000	identical		identical
ISTZIFCB	0	0000	identical		length
ISTZIFCI	0	0000	identical		identical
ISTZIFDB	0	0000	identical		length
ISTZIFEB	0	0000	identical		holes
ISTZIFGB	0	0000	identical		identical
ISTZIFHB	0	0000	identical		holes
ISTZIFIB	0	0000	identical		holes
ISTZIFID	0	0000	identical		holes
ISTZIFJB	0	0000	identical		holes
ISTZIFKB	0	0000	identical		length
ISTZIFKG	0	0000	identical		identical
ISTZIFLB	0	0000	identical		length
ISTZIFMB	0	0000	identical		length
ISTZIFNA	0	0000	identical		mixed
ISTZIFNB	0	0000	identical		length
ISTZIFOA	0	0000	identical		text
ISTZIFOB	0	0000	identical		identical
ISTZIFOE	0	0000	identical		holes
ISTZIFSB	0	0000	identical		holes
ISTZIFSC	0	0000	identical		mixed
ISTZIFSG	0	0000	identical		length
ISTZIFTB	0	0000	identical		identical
ISTZIFUB	0	0000	identical		holes
ISTZIFVB	0	0000	identical		identical
ISTZIFWB	0	0000	identical		length
ISTZIFX0	0	0000	identical		holes
ISTZIMQA	0	0000	identical		holes
ISTZJF0B	0	0000	identical		holes
ISTZJFAB	0	0000	identical		holes
ISTZJFBB	0	0000	identical		holes
ISTZJFCB	0	0000	identical		holes
ISTZKFBB	0	0000	identical		holes
ISTZKFBN	0	0000	identical		length
ISTZKFCB	0	0000	identical		holes
ISTZKFCN	0	0000	identical		holes
ISTZLFAB	0	0000	identical		identical
ISTZLFV0	0	0000	identical		identical
ISTZLPV0	0	0000	identical		identical
ISTZPSV0	0	0000	identical		identical
ISTZRM01	0	0000	identical		length
LETRRIP	0	0000	identical		identical
LINK	0	0000	identical		no-pair
LOADGO	0	0000	identical		no-pair
READPSWD	0	0000	identical		length
REMOTGEN	0	0000	identical		identical
SECLOADA	8	0000	cards		length
SYS3CNVT	0	0000	identical		text
USRDDT00	0	0000	identical		length
UTRK3390	0	0000	identical		identical
UTRKCALC	0	0000	bytes	bytes	length
