module	as370_rc	ifox_rc	tool	tool_restamped	dlib
BLSCSETT	0	0000	identical		identical
BLSCVALT	0	0000	identical		identical
BLSDADSD	0	0000	identical		holes
BLSDAPDR	0	0000	identical		holes
BLSDC070	0	0000	identical		identical
BLSDC128	0	0000	identical		identical
BLSDC600	0	0000	identical		identical
BLSDDEQP	0	0000	bytes	bytes	text
BLSDDT00	0	0000	identical		identical
BLSDENQ0	0	0000	bytes	bytes	text
BLSDENQP	0	0000	identical		identical
BLSDFDSD	0	0000	identical		identical
BLSDFPDR	0	0000	identical		identical
BLSDIFP0	0	0000	cards		length
BLSDMSG0	0	0000	identical		identical
BLSDMSGS	0	0000	cards		length
BLSDPC00	0	0000	identical		identical
BLSDSTAE	0	0000	bytes	bytes	text
BLSDSV00	0	0000	identical		identical
BLSDTIME	0	0000	identical		identical
BLSDTM00	0	0000	identical		identical
BLSDVECT	0	0000	identical		identical
BLSDWAIT	0	0000	identical		identical
BLSEADP1	0	0000	identical		text
BLSEADPR	8	0000	cards		length
BLSEAUTH	0	0000	identical		identical
BLSEDEL0	0	0000	cards		length
BLSEDEL1	0	0000	identical		identical
BLSEDELC	0	0000	identical		identical
BLSELP00	8	0000	cards		length
BLSELPCC	0	0000	identical		identical
BLSELPCL	0	0000	identical		identical
BLSELPCT	0	0000	bytes	bytes	text
BLSELPDR	0	0000	identical		holes
BLSELPDS	0	0000	identical		identical
BLSELPFM	0	0000	identical		identical
BLSELPFR	0	0000	identical		identical
BLSELPOP	0	0000	identical		identical
BLSEMDP1	0	0000	identical		identical
BLSEMDPR	8	0000	cards		length
BLSFAD00	8	0000	cards		length
BLSFAV00	0	0000	identical		identical
BLSFBP00	0	0000	identical		identical
BLSFCLOS	0	0000	identical		identical
BLSFCN00	0	0000	identical		identical
BLSFCONF	0	0000	identical		identical
BLSFDALL	0	0000	identical		identical
BLSFDD00	0	0000	identical		identical
BLSFDDDP	0	0000	identical		identical
BLSFDEL	0	0000	identical		identical
BLSFDERS	0	0000	identical		identical
BLSFDF00	0	0000	identical		identical
BLSFDS00	0	0000	identical		identical
BLSFERAS	0	0000	identical		identical
BLSFFL00	0	0000	identical		identical
BLSFFP00	0	0000	identical		identical
BLSFGD00	0	0000	identical		identical
BLSFGG00	0	0000	identical		identical
BLSFGP00	0	0000	identical		identical
BLSFLALL	0	0000	identical		identical
BLSFLD00	8	0000	bytes	bytes	length
BLSFLONE	0	0000	identical		identical
BLSFLP00	0	0000	identical		identical
BLSFMD00	8	0000	cards		length
BLSFND00	0	0000	identical		identical
BLSFND01	0	0000	identical		identical
BLSFOD00	0	0000	identical		identical
BLSFOPEN	0	0000	identical		identical
BLSFPARS	0	0000	cards		length
BLSFPERA	0	0000	identical		identical
BLSFPERS	0	0000	identical		identical
BLSFPS00	0	0000	identical		identical
BLSFSCRT	0	0000	identical		text
BLSFSD00	0	0000	identical		identical
BLSFSL00	0	0000	identical		identical
BLSFTL00	0	0000	identical		identical
BLSFUD00	0	0000	identical		identical
BLSFUP00	0	0000	identical		identical
BLSFVRFY	0	0000	identical		identical
BLSR3270	8	0004	cards		length
BLSRACC	0	0000	bytes	bytes	text
BLSRACCL	0	0000	identical		identical
BLSRACCQ	0	0000	identical		identical
BLSRADD1	0	0000	bytes	bytes	text
BLSRADD2	0	0000	identical		identical
BLSRADD3	0	0000	identical		identical
BLSRADD4	0	0000	identical		holes
BLSRADDP	0	0000	identical		identical
BLSRADDR	0	0000	identical		identical
BLSRADDS	0	0000	identical		identical
BLSRADDT	0	0000	identical		identical
BLSRADDU	0	0000	identical		identical
BLSRASCX	0	0000	cards		length
BLSRASM7	0	0000	bytes	bytes	text
BLSRCOCL	0	0000	identical		identical
BLSRCOHD	0	0000	identical		identical
BLSRCOIN	0	0000	identical		identical
BLSRCOMK	0	0000	identical		text
BLSRCOMP	8	0000	cards		length
BLSRCOPY	0	0000	identical		identical
BLSRCOTA	0	0000	identical		identical
BLSRDUAL	0	0000	identical		text
BLSRDUCC	0	0000	identical		identical
BLSRDUCK	0	0000	identical		identical
BLSRDUCL	0	0000	identical		identical
BLSRDUDE	8	0000	bytes	bytes	text
BLSRDUDR	12	0000	cards		length
BLSRDUIC	0	0000	bytes	bytes	text
BLSRDUIH	0	0000	identical		mixed
BLSRDUIN	0	0000	bytes	bytes	length
BLSRDUIS	0	0000	identical		text
BLSRDULS	12	0000	cards		length
BLSRDUOP	0	0000	identical		text
BLSRDUSC	0	0000	bytes	bytes	length
BLSRENQK	8	0000	cards		length
BLSREQU	8	0000	cards		length
BLSRESAR	12	0000	bytes	bytes	length
BLSRESCK	0	0000	bytes	bytes	text
BLSRESDR	12	0000	bytes	bytes	length
BLSRESGC	12	0000	cards		length
BLSRESGE	0	0000	identical		holes
BLSRESGQ	0	0000	identical		identical
BLSRESGU	0	0000	identical		identical
BLSRESPU	12	0000	bytes	bytes	length
BLSRESRU	0	0000	bytes	bytes	text
BLSRESSA	0	0000	identical		identical
BLSREVAL	8	0000	cards		length
BLSRFIND	8	0000	cards		length
BLSRFMOD	0	0000	cards		length
BLSRFUCB	0	0000	cards		length
BLSRIOSK	0	0000	bytes	bytes	text
BLSRLIST	8	0000	cards		length
BLSRLSYM	12	0000	cards		length
BLSRMSGA	0	0000	identical		text
BLSRMSGB	0	0000	bytes	bytes	text
BLSRMSGD	0	0000	identical		identical
BLSRPADS	0	0000	identical		identical
BLSRPHAR	12	0000	bytes	bytes	length
BLSRPHGE	12	0000	cards		length
BLSRRAAR	12	0000	bytes	bytes	length
BLSRRACR	0	0000	bytes	bytes	text
BLSRRACV	0	0000	identical		text
BLSRRAGE	12	0000	bytes	bytes	length
BLSRRDAR	12	0000	cards		length
BLSRRDGE	12	0000	cards		length
BLSRRDPU	12	0000	cards		length
BLSRRNCH	8	0000	cards		length
BLSRSAAR	12	0000	cards		length
BLSRSADE	12	0000	cards		length
BLSRSAG	0	0000	identical		identical
BLSRSAGC	12	0000	cards		length
BLSRSAGE	0	0000	identical		identical
BLSRSAGN	0	0000	identical		text
BLSRSAGQ	0	0000	identical		identical
BLSRSAGU	0	0000	identical		identical
BLSRSALI	12	0000	cards		length
BLSRSAPC	0	0000	bytes	bytes	text
BLSRSAPU	12	0000	cards		length
BLSRSCAN	12	0000	cards		length
BLSRSETD	8	0000	cards		length
BLSRST00	0	0000	bytes	bytes	length
BLSRSUMM	8	0000	cards		length
BLSRSURB	0	0000	identical		identical
BLSRSUTC	0	0000	identical		length
BLSRSYRB	0	0000	identical		identical
BLSRTCBX	8	0000	cards		length
BLSRVECT	0	0000	identical		identical
BLSRVPAD	0	0000	identical		identical
BLSRVPAS	0	0000	identical		text
BLSRVPCP	0	0000	identical		mixed
BLSRVPTC	0	0000	identical		identical
BLSRVPVS	0	0000	identical		identical
BLSRVRBX	8	0000	cards		length
BLSRVSLD	8	0000	bytes	bytes	length
BLSSASCB	0	0000	bytes	bytes	text
BLSSASMV	0	0000	bytes	bytes	text
BLSSASVT	0	0000	bytes	bytes	mixed
BLSSASXB	0	0000	bytes	bytes	text
BLSSCDE	0	0000	bytes	bytes	text
BLSSCOMM	0	0000	identical		text
BLSSCSD	0	0000	bytes	bytes	text
BLSSCVT	0	0000	bytes	bytes	mixed
BLSSCVT2	0	0000	identical		identical
BLSSIOC	0	0000	bytes	bytes	mixed
BLSSIOX	0	0000	bytes	bytes	text
BLSSLCCA	0	0000	bytes	bytes	mixed
BLSSLCCV	0	0000	bytes	bytes	mixed
BLSSLLPA	0	0000	bytes	bytes	text
BLSSLPDE	0	0000	bytes	bytes	text
BLSSPCCA	0	0000	bytes	bytes	text
BLSSPCCV	0	0000	bytes	bytes	mixed
BLSSPFT	0	0000	identical		mixed
BLSSPGTE	0	0000	bytes	bytes	text
BLSSPRIV	0	0000	identical		holes
BLSSPSA	0	0000	bytes	bytes	text
BLSSPVT	0	0000	bytes	bytes	mixed
BLSSSGTE	0	0000	bytes	bytes	text
BLSSTCB	0	0000	bytes	bytes	text
BLSSUCB	0	0000	bytes	bytes	text
BLSSUCM	0	0000	bytes	bytes	mixed
BLSSXTLS	0	0000	bytes	bytes	text
BLST01	0	0000	identical		identical
BLST02	0	0000	identical		identical
BLST03	0	0000	bytes	bytes	text
BLST04	0	0000	identical		identical
BLST04A	0	0000	bytes	bytes	text
BLST04BS	0	0000	bytes	bytes	text
BLST04CV	0	0000	bytes	bytes	text
BLST05	0	0000	bytes	bytes	text
BLST06	0	0000	identical		identical
BLST08	0	0000	bytes	bytes	text
BLSTB	0	0000	identical		identical
BLSTB4	0	0000	bytes	bytes	text
BLSTB5	0	0000	bytes	bytes	text
BLSTC	0	0000	bytes	bytes	text
BLSTF	0	0000	identical		identical
BLSTM	0	0000	identical		identical
BLSTM4	0	0000	bytes	bytes	text
BLSTM5	0	0000	bytes	bytes	text
BLSTR	0	0000	bytes	bytes	text
BLSTU	0	0000	identical		identical
BLSTU4	0	0000	bytes	bytes	text
BLSTU5	0	0000	bytes	bytes	text
BLSTY	0	0000	identical		identical
BLSU	0	0000	bytes	bytes	text
BLSUALLO	0	0000	identical		identical
BLSUBLDD	0	0000	identical		identical
BLSUBLDL	0	0000	identical		identical
BLSUDYNA	0	0000	identical		identical
BLSUGWDM	0	0000	identical		identical
BLSUHELP	8	0000	cards		length
BLSUINI1	8	0000	cards		length
BLSUINI2	0	0000	identical		identical
BLSUIT01	0	0000	identical		identical
BLSUIT02	0	0000	identical		identical
BLSUIT03	0	0000	identical		identical
BLSUMON	0	0000	bytes	bytes	text
BLSUMON2	0	0000	identical		identical
BLSUMONA	0	0000	bytes	bytes	mixed
BLSUMONC	0	0000	identical		identical
BLSUMOND	0	0000	identical		identical
BLSUMONI	0	0000	bytes	bytes	text
BLSUMONL	0	0000	identical		identical
BLSUMONT	0	0000	identical		identical
BLSUMONX	0	0000	identical		identical
BLSUMPK1	0	0000	identical		identical
BLSUMPKN	0	0000	identical		identical
BLSUMTOD	0	0000	identical		identical
BLSUNOTE	8	0000	cards		length
BLSUPARI	0	0000	identical		identical
BLSUPARU	0	0000	identical		identical
BLSUPGMC	0	0000	identical		identical
BLSUPGMD	0	0000	identical		identical
BLSUPGML	0	0000	identical		identical
BLSUPGMR	0	0000	identical		identical
BLSUPRCL	0	0000	identical		identical
BLSUPROP	0	0000	identical		identical
BLSUPRTA	0	0000	bytes	bytes	text
BLSUPRTN	0	0000	identical		identical
BLSUPRTT	0	0000	identical		identical
BLSUPUT	8	0000	bytes	bytes	text
BLSUPUTA	0	0000	identical		identical
BLSUPUTC	0	0000	bytes	bytes	text
BLSUPUTD	0	0000	bytes	bytes	text
BLSUPUTN	0	0000	identical		identical
BLSUPUTO	0	0000	bytes	bytes	text
BLSUPUTT	0	0000	identical		identical
BLSUPUTV	0	0000	identical		identical
BLSUSTAE	0	0000	identical		text
BLSUSTAI	0	0000	identical		identical
BLSUTRMA	0	0000	identical		identical
BLSUTRMN	0	0000	identical		identical
BLSUTRMO	0	0000	bytes	bytes	text
BLSUTRMV	0	0000	bytes	bytes	text
BLSUTSO	0	0000	identical		identical
BLSUVECT	0	0000	identical		identical
BLSUVP21	0	0000	identical		identical
BLSUVP31	0	0000	identical		identical
BLSUVP32	0	0000	identical		identical
BLSUVP99	0	0000	identical		identical
BLSUVPVA	0	0000	identical		identical
BLSUVPX1	0	0000	identical		identical
BLSUVSAR	12	0000	cards		length
BLSUVSCL	0	0000	identical		identical
BLSUVSCR	0	0000	identical		text
BLSUVSEN	0	0000	identical		identical
BLSUVSER	0	0000	identical		identical
BLSUVSGE	0	0000	identical		identical
BLSUVSGU	0	0000	identical		identical
BLSUVSMR	0	0000	identical		text
BLSUVSOP	0	0000	identical		identical
BLSUVSOQ	0	0000	identical		text
BLSUVSPO	0	0000	identical		identical
BLSUVSPU	0	0000	identical		identical
BLSUZZ2C	0	0000	identical		identical
BLSUZZ2D	0	0000	identical		identical
BLSUZZ2R	0	0000	identical		identical
BLSVASCB	8	0000	bytes	bytes	text
BLSVASVT	0	0000	bytes	bytes	text
BLSVASXB	8	0000	bytes	bytes	text
BLSVCDE	0	0000	bytes	bytes	text
BLSVCVT	8	0000	bytes	bytes	text
BLSVCVT2	0	0000	identical		identical
BLSVIOC	0	0000	bytes	bytes	text
BLSVIOX	0	0000	identical		identical
BLSVLCCA	8	0000	bytes	bytes	text
BLSVLCCV	0	0000	bytes	bytes	text
BLSVLPDE	0	0000	bytes	bytes	text
BLSVPCCA	8	0000	bytes	bytes	text
BLSVPCCV	0	0000	bytes	bytes	text
BLSVPGTE	0	0000	identical		text
BLSVPSA	8	0000	bytes	bytes	text
BLSVPVT	8	0000	bytes	bytes	text
BLSVQCBA	0	0000	bytes	bytes	text
BLSVQCBB	0	0000	bytes	bytes	text
BLSVQEL	0	0000	bytes	bytes	text
BLSVRB	8	0000	bytes	bytes	text
BLSVSGTE	0	0000	identical		text
BLSVTCB	8	0000	bytes	bytes	text
BLSVUCB	8	0000	bytes	bytes	text
BLSVXTLS	0	0000	identical		identical
BNGC3270	8	0008	bytes	bytes	length
BNGCDISP	8	0008	cards		length
BNGCLOCL	8	0008	bytes	bytes	length
BNGCMENU	8	0008	bytes	bytes	length
BNGCRMOT	8	0008	bytes	bytes	length
BNGI3270	8	0000	bytes	bytes	length
BNGIDISP	8	0000	bytes	bytes	length
BNGIEXIT	8	0012	identical		length
BNGILOCL	0	0000	identical		length
BNGIMENU	0	0000	identical		length
BNGIPCBX	0	0000	identical		length
BNGIREAD	0	0000	identical		length
BNGIRMOT	0	0000	identical		length
BNGISIMS	0	0000	identical		length
BNGLOGR2	8	0000	bytes	bytes	length
BNGT3270	8	0000	cards		length
BNGTDISP	8	0000	cards		length
BNGTLOCL	0	0000	bytes	bytes	length
BNGTMENU	0	0000	identical		text
BNGTQEMA	0	0000	identical		length
BNGTQEMF	0	0000	identical		mixed
BNGTRMOT	0	0000	bytes	bytes	length
ESRTABLE	0	0008	identical		text
FCB3STD3	0	0000	identical		identical
GENRMT	0	0000	identical		text
GRAF	0	0000	identical		identical
HEWLDIDY	0	0000	identical		identical
HEWLDIOC	142	0000	no-as370-deck		no-pair
HEWLDLIB	0	0000	identical		holes
HEWLDREL	0	0000	bytes	bytes	text
HEWLDRGO	8	0000	bytes	bytes	mixed
HEWLFADA	0	0000	identical		length
HEWLFAPT	0	0000	identical		length
HEWLFBTP	8	0000	identical		length
HEWLFEND	0	0000	identical		length
HEWLFENS	0	0000	identical		length
HEWLFENT	0	0000	identical		length
HEWLFESD	0	0000	identical		length
HEWLFFNL	0	0000	bytes	bytes	length
HEWLFIDR	0	0000	identical		length
HEWLFINC	0	0000	identical		length
HEWLFINP	0	0000	bytes	bytes	length
HEWLFINT	0	0000	bytes	bytes	length
HEWLFMAP	0	0000	identical		length
HEWLFOPT	0	0000	identical		length
HEWLFOUT	0	0000	identical		length
HEWLFRAT	0	0000	identical		length
HEWLFRCG	0	0000	identical		length
HEWLFREL	0	0000	identical		length
HEWLFROU	0	0000	bytes	bytes	length
HEWLFSCD	0	0000	identical		length
HEWLFSCN	8	0000	bytes	bytes	length
HEWLFSYM	0	0000	identical		length
HMASMAAR	0	0000	identical		length
HMASMADD	0	0000	identical		identical
HMASMALC	8	0000	bytes	bytes	mixed
HMASMAR1	0	0000	identical		text
HMASMAR2	0	0000	identical		text
HMASMAR3	0	0000	bytes	bytes	text
HMASMAR4	0	0000	identical		identical
HMASMARL	0	0000	identical		identical
HMASMASI	8	0000	bytes	bytes	text
HMASMASM	0	0000	identical		identical
HMASMBDL	8	0000	bytes	bytes	length
HMASMBUE	0	0000	identical		text
HMASMBUR	0	0000	identical		identical
HMASMCIL	0	0000	identical		text
HMASMCMP	0	0000	identical		text
HMASMCOM	0	0000	identical		length
HMASMCP2	0	0000	identical		text
HMASMCPI	8	0000	bytes	bytes	text
HMASMCPL	0	0000	identical		text
HMASMCPY	0	0000	identical		text
HMASMCRD	0	0000	identical		text
HMASMCRW	0	0000	identical		identical
HMASMDC1	0	0000	identical		text
HMASMDC2	0	0000	bytes	bytes	mixed
HMASMDLE	0	0000	identical		mixed
HMASMDR1	0	0000	identical		text
HMASMDR2	0	0000	identical		text
HMASMDRV	8	0000	bytes	bytes	mixed
HMASMDS1	0	0000	identical		text
HMASMDSU	8	0000	bytes	bytes	mixed
HMASMEFR	0	0000	identical		text
HMASMEIS	0	0000	identical		mixed
HMASMFPT	0	0000	identical		identical
HMASMFVL	0	0000	identical		text
HMASMFXF	0	0000	identical		identical
HMASMGTA	0	0000	identical		text
HMASMIDU	0	0000	identical		text
HMASMIO	8	0000	cards		text
HMASMIO1	0	0000	identical		text
HMASMION	0	0000	identical		text
HMASMLC1	0	0000	identical		text
HMASMLCC	0	0000	identical		mixed
HMASMLCD	0	0000	identical		text
HMASMLCP	0	0000	identical		length
HMASMLID	0	0004	identical		text
HMASMLKD	0	0000	identical		text
HMASMLKI	8	0000	bytes	bytes	text
HMASMLOG	0	0000	identical		mixed
HMASMMDR	0	0000	identical		length
HMASMMPA	0	0000	identical		length
HMASMMPD	0	0000	identical		length
HMASMMPE	0	0008	identical		mixed
HMASMMPH	0	0000	identical		length
HMASMMPI	0	0008	identical		mixed
HMASMMPL	0	0000	identical		length
HMASMMPV	0	0008	identical		mixed
HMASMMSG	0	0000	bytes	bytes	length
HMASMPGC	0	0000	identical		text
HMASMPIN	0	0000	identical		length
HMASMRCC	0	0000	identical		text
HMASMRCD	0	0000	identical		length
HMASMRCF	0	0000	identical		text
HMASMRCL	0	0000	identical		text
HMASMRDS	0	0000	identical		text
HMASMREC	0	0000	identical		length
HMASMREJ	0	0000	identical		text
HMASMRJD	0	0000	identical		text
HMASMSCN	0	0000	identical		text
HMASMSEC	0	0000	identical		text
HMASMSER	0	0000	bytes	bytes	text
HMASMSTA	0	0000	identical		text
HMASMSUB	0	0000	identical		text
HMASMSUP	0	0000	identical		text
HMASMTAD	0	0000	identical		text
HMASMTAI	0	0000	identical		text
HMASMTBL	0	0000	identical		text
HMASMTBM	0	0000	identical		identical
HMASMTCL	0	0000	identical		text
HMASMTCR	0	0000	identical		text
HMASMTD1	0	0000	identical		text
HMASMTDD	0	0000	identical		text
HMASMTEC	0	0000	identical		text
HMASMTID	0	0000	identical		identical
HMASMTL1	0	0000	identical		text
HMASMTL2	0	0000	identical		text
HMASMTL3	0	0000	identical		identical
HMASMTM1	0	0000	identical		text
HMASMTM2	0	0000	identical		text
HMASMTM3	0	0000	identical		text
HMASMTM4	0	0000	identical		text
HMASMTMD	0	0000	cards		text
HMASMTMJ	0	0000	identical		text
HMASMTMS	0	0000	identical		text
HMASMTMW	0	0000	identical		length
HMASMTP2	0	0000	identical		text
HMASMTPA	0	0000	bytes	bytes	mixed
HMASMTPC	0	0000	identical		identical
HMASMTPD	0	0000	identical		text
HMASMTPL	0	0000	identical		text
HMASMTPO	0	0000	identical		text
HMASMTPR	0	0000	identical		text
HMASMTPS	0	0000	identical		text
HMASMTR1	0	0000	identical		text
HMASMTRM	0	0000	identical		mixed
HMASMTSB	0	0000	identical		text
HMASMUC1	0	0008	identical		text
HMASMUC2	0	0008	identical		text
HMASMUC3	0	0008	identical		text
HMASMUC4	0	0008	identical		mixed
HMASMUCD	0	0000	identical		identical
HMASMULI	0	0000	identical		length
HMASMULK	0	0000	identical		text
HMASMUPD	0	0008	identical		mixed
HMASMUPI	8	0000	bytes	bytes	mixed
HMASMUXC	0	0000	identical		text
HMASMUXD	0	0000	identical		identical
HMASMVLU	0	0000	identical		text
HMASMXRF	0	0000	identical		text
HMASMZAP	0	0008	identical		length
HMBLKCTL	0	0000	identical		length
HMBLKERR	0	0000	identical		identical
HMBLKIDR	0	0000	identical		length
HMBLKLDM	0	0000	identical		holes
HMBLKLPA	0	0000	identical		holes
HMBLKMSG	0	0000	identical		identical
HMBLKOBJ	0	0000	identical		identical
HMBLKSZE	0	0000	identical		length
HMBLKXRF	0	0000	identical		identical
IAPABNAP	0	0000	identical		identical
IAPBLDIO	0	0000	identical		identical
IAPCHKIO	0	0000	bytes	bytes	text
IAPCNTRL	8	0008	cards		length
IAPPFXAP	0	0000	identical		identical
IAPTIMER	0	0000	identical		identical
IASFCB26	0	0000	identical		unpaired
IASFCB28	0	0000	identical		unpaired
IASXSD81	0	0000	identical		length
IASXSD82	8	0000	cards		length
IASXWR00	0	0000	identical		identical
IBCDASDI	8	0008	cards		no-pair
IBCDMPRS	8	0008	cards		no-pair
ICAPRTBL	8	0000	cards		no-pair
ICB2ACT	0	0000	identical		length
ICB2AEA	0	0000	identical		length
ICB2AIR	0	0000	identical		length
ICB2ATTN	0	0000	identical		length
ICB2MSG	0	0000	identical		length
ICB2SIOB	0	0000	identical		length
ICB2SIOF	0	0000	identical		length
ICBINIT	0	0000	identical		text
ICBIORSI	0	0000	identical		length
ICBME	0	0000	identical		holes
ICBMSG05	0	0000	identical		length
ICBMSG56	0	0000	identical		length
ICBPRGIO	0	0000	identical		length
ICBTMSS0	0	0000	identical		mixed
ICBVCR00	0	0000	identical		identical
ICBVDM00	0	0000	identical		identical
ICBVDR00	0	0000	identical		holes
ICBVDR01	0	0000	identical		length
ICBVEX00	0	0000	identical		identical
ICBVIN00	0	0000	bytes	bytes	length
ICBVIN02	0	0000	identical		length
ICBVIO00	0	0000	identical		identical
ICBVJL00	0	0000	identical		length
ICBVMG00	0	0000	bytes	bytes	length
ICBVMS00	0	0000	identical		length
ICBVMT00	0	0000	identical		length
ICBVOP00	0	0000	bytes	bytes	text
ICBVPI00	0	0000	identical		identical
ICBVPR00	0	0000	identical		length
ICBVQM00	0	0000	bytes	bytes	length
ICBVRR00	0	0000	identical		identical
ICBVSC00	0	0000	identical		length
ICBVSL00	0	0000	identical		length
ICBVSP00	0	0000	identical		length
ICBVTM00	0	0000	identical		identical
ICBVTP00	0	0000	identical		length
ICBVTP01	0	0000	identical		length
ICBVUP00	0	0000	identical		identical
ICBVUP01	0	0000	identical		identical
ICBVUT00	0	0000	identical		length
ICBVUT01	0	0000	identical		length
ICBVUT03	0	0000	identical		length
ICFBDF00	8	0000	bytes	bytes	length
ICFBDX00	0	0000	identical		identical
ICFBIF00	8	0000	bytes	bytes	length
ICFBIX00	0	0000	identical		identical
ICGDSA01	0	0000	identical		holes
ICGDSA02	0	0000	identical		holes
ICGDSA04	0	0000	identical		holes
ICGDSA05	0	0000	identical		length
ICGDSA06	0	0000	identical		length
ICGDSA07	0	0000	identical		length
ICGDSA08	0	0000	identical		holes
ICGDSA09	0	0000	identical		length
ICGDSANL	0	0000	identical		holes
ICGDSB01	0	0000	identical		length
ICGDSB03	0	0000	identical		length
ICGDSB05	0	0000	identical		length
ICGDSB06	0	0000	identical		length
ICGDSB07	0	0000	bytes	bytes	mixed
ICGDSB08	0	0000	bytes	bytes	length
ICGDSB09	0	0000	identical		length
ICGDSB10	0	0000	bytes	bytes	length
ICGDSB11	0	0000	identical		length
ICGDSB12	0	0000	identical		length
ICGDSB13	0	0000	identical		length
ICGDSB14	0	0000	bytes	bytes	length
ICGDSB15	0	0000	identical		length
ICGDSB16	0	0000	identical		length
ICGDSB18	0	0000	identical		length
ICGDSB19	0	0000	identical		length
ICGDSB20	0	0000	identical		length
ICGDSBLD	0	0000	identical		length
ICGDSINT	0	0000	identical		mixed
ICGDSMSG	0	0000	identical		identical
ICGDSS01	0	0000	identical		identical
ICGDSS02	0	0000	identical		identical
ICGDSS04	0	0000	identical		identical
ICGDSS05	0	0000	identical		identical
ICGDSS06	0	0000	identical		length
ICGDSS08	0	0000	identical		length
ICGDSS09	0	0000	identical		length
ICGDSS99	0	0000	identical		identical
ICGDSSCN	0	0000	identical		holes
ICGTRDST	0	0000	bytes	bytes	text
ICGTRINT	0	0000	bytes	bytes	length
ICGTRSUM	0	0000	bytes	bytes	text
ICGTRVID	0	0000	identical		identical
ICHRIN00	0	0000	identical		mixed
ICKAA01	0	0000	identical		length
ICKAN01	0	0000	identical		length
ICKAN02	0	0000	identical		identical
ICKAN03	0	0000	identical		identical
ICKBI01	0	0000	identical		length
ICKBM01	0	0000	identical		length
ICKCDAN	0	0000	identical		identical
ICKCDBI	0	0000	identical		identical
ICKCDIN	0	0000	identical		length
ICKCDIT	0	0000	identical		length
ICKCDRF	0	0000	identical		length
ICKCDTR	0	0000	identical		identical
ICKCL01	0	0000	identical		identical
ICKCV01	0	0000	identical		identical
ICKDV00	0	0000	identical		length
ICKDV01	0	0000	identical		length
ICKDV02	0	0000	identical		length
ICKDV03	0	0000	bytes	bytes	length
ICKDV04	0	0000	identical		length
ICKDV13	0	0000	identical		identical
ICKEX01	0	0000	identical		length
ICKEX02	0	0000	identical		identical
ICKEX03	0	0000	identical		identical
ICKIN01	0	0000	identical		length
ICKIN02	0	0000	identical		text
ICKIO01	0	0000	identical		length
ICKIO02	0	0000	identical		length
ICKIT01	0	0000	bytes	bytes	length
ICKPP01	0	0000	identical		length
ICKRA01	0	0000	identical		identical
ICKRD01	0	0000	identical		identical
ICKRF01	0	0000	identical		length
ICKRI01	0	0000	bytes	bytes	length
ICKRI02	0	0000	identical		length
ICKRI03	0	0000	identical		identical
ICKRIKT	0	0000	identical		identical
ICKRILT	0	0000	identical		length
ICKRL01	0	0000	identical		identical
ICKRP01	0	0000	identical		length
ICKRT01	0	0000	identical		identical
ICKSA01	0	0000	identical		length
ICKSA02	0	0000	identical		length
ICKSA03	0	0000	identical		length
ICKSA04	0	0000	identical		identical
ICKSA05	0	0000	identical		length
ICKSA08	0	0000	identical		length
ICKSA10	0	0000	identical		length
ICKSD01	0	0000	identical		identical
ICKSD02	0	0000	identical		text
ICKTA01	0	0000	identical		length
ICKTP01	0	0000	bytes	bytes	length
ICKTP04	0	0000	identical		identical
ICKTP05	0	0000	identical		length
ICKTR01	0	0000	identical		identical
ICKTR02	0	0000	identical		identical
ICKTSAN0	0	0000	identical		text
ICKTSBI0	0	0000	identical		identical
ICKTSCC0	0	0000	identical		length
ICKTSDV0	0	0000	identical		length
ICKTSEF0	0	0000	identical		length
ICKTSEF1	0	0000	identical		length
ICKTSEX0	0	0000	identical		length
ICKTSIO0	0	0000	identical		length
ICKTSRI0	0	0000	identical		length
ICKTSSA0	0	0000	identical		identical
ICKTSTP0	0	0000	identical		text
ICKTSTP1	0	0000	identical		length
ICKTSUV0	0	0000	identical		identical
ICKUSER1	0	0000	identical		identical
ICKVA01	0	0000	identical		length
ICKVD01	0	0000	identical		identical
ICKVLBL	0	0000	identical		length
ICKVP01	0	0000	identical		identical
ICKVV01	0	0000	identical		length
ICKWI01	0	0000	identical		length
ICKWL01	0	0000	identical		length
ICKWV01	0	0000	identical		length
IDA0192A	0	0000	identical		length
IDA0192B	0	0000	identical		length
IDA0192C	0	0000	identical		length
IDA0192D	0	0000	identical		length
IDA0192F	0	0000	identical		length
IDA0192G	0	0000	identical		holes
IDA0192I	0	0000	identical		length
IDA0192M	0	0000	identical		identical
IDA0192P	0	0000	identical		length
IDA0192S	0	0000	identical		length
IDA0192V	0	0000	bytes	bytes	length
IDA0192W	0	0000	identical		holes
IDA0192Y	0	0000	identical		length
IDA0192Z	0	0000	identical		length
IDA0195A	0	0000	identical		identical
IDA019C1	8	0000	bytes	bytes	length
IDA019R1	0	0000	bytes	bytes	length
IDA019R2	0	0000	bytes	bytes	length
IDA019R4	0	0000	bytes	bytes	length
IDA019R5	0	0000	bytes	bytes	length
IDA019R8	0	0000	bytes	bytes	length
IDA019RA	0	0000	bytes	bytes	length
IDA019RB	0	0000	bytes	bytes	text
IDA019RC	0	0000	identical		identical
IDA019RD	0	0000	identical		length
IDA019RE	0	0000	bytes	bytes	length
IDA019RF	0	0000	bytes	bytes	length
IDA019RG	0	0000	bytes	bytes	text
IDA019RH	0	0000	bytes	bytes	mixed
IDA019RI	0	0000	bytes	bytes	mixed
