module	as370_rc	as370_flagged	as370_severity	as370_messages	ifox_rc	ifox_flagged	ifox_severity	ifox_messages	tool	first_diff	len_ifox	len_as370	dlib	signal	owner	excluded
IFG0555B	0				0000				bytes				text	silent divergence	cc370	
IFG0RR0E	0				0000				bytes				length	silent divergence	cc370	
IFG0RR0F	0				0000				bytes				mixed	silent divergence	cc370	
IFNX5V	0				0000				bytes				text	silent divergence	cc370	
IGC0005G	0				0000				bytes				length	silent divergence	cc370	
IGC0006D	0				0000				bytes				length	silent divergence	cc370	
IGC0007H	0				0000				bytes				text	silent divergence	cc370	
IGC0408B	0				0000				bytes				holes	silent divergence	cc370	
IGE0000H	0				0000				bytes				holes	silent divergence	cc370	
IGE0001H	0				0000				bytes				mixed	silent divergence	cc370	
IGE0004A	0				0000				bytes				length	silent divergence	cc370	
IGE0004C	0				0000				bytes				length	silent divergence	cc370	
IGE0019I	0				0000				cards				length	silent divergence	cc370	
IGE0119I	0				0000				cards				holes	silent divergence	cc370	
IGE0904B	0				0000				bytes				length	silent divergence	cc370	
IGG01910	0				0000				bytes				identical	silent divergence	cc370	
IGG01911	0				0000				bytes				identical	silent divergence	cc370	
IGG01912	0				0000				bytes				identical	silent divergence	cc370	
IGG01913	0				0000				bytes				identical	silent divergence	cc370	
IGG01915	0				0000				bytes				identical	silent divergence	cc370	
IGG01916	0				0000				bytes				length	silent divergence	cc370	
IGG01917	0				0000				bytes				identical	silent divergence	cc370	
IGG01918	0				0000				bytes				identical	silent divergence	cc370	
IGG01919	0				0000				bytes				identical	silent divergence	cc370	
IGG0191A	0				0000				bytes				length	silent divergence	cc370	
IGG0191B	0				0000				bytes				text	silent divergence	cc370	
IGG0191C	0				0000				bytes				length	silent divergence	cc370	
IGG0191D	0				0000				bytes				identical	silent divergence	cc370	
IGG0191G	0				0000				bytes				identical	silent divergence	cc370	
IGG0191H	0				0000				bytes				identical	silent divergence	cc370	
IGG0191I	0				0000				bytes				length	silent divergence	cc370	
IGG0191J	0				0000				bytes				length	silent divergence	cc370	
IGG0191K	0				0000				bytes				identical	silent divergence	cc370	
IGG0191L	0				0000				bytes				length	silent divergence	cc370	
IGG0191M	0				0000				bytes				length	silent divergence	cc370	
IGG0191N	0				0000				bytes				length	silent divergence	cc370	
IGG0191O	0				0000				bytes				identical	silent divergence	cc370	
IGG0191P	0				0000				bytes				identical	silent divergence	cc370	
IGG0191Q	0				0000				bytes				length	silent divergence	cc370	
IGG0191R	0				0000				bytes				length	silent divergence	cc370	
IGG0191S	0				0000				bytes				length	silent divergence	cc370	
IGG0191T	0				0000				bytes				length	silent divergence	cc370	
IGG0191U	0				0000				bytes				length	silent divergence	cc370	
IGG0191V	0				0000				bytes				length	silent divergence	cc370	
IGG0191W	0				0000				bytes				identical	silent divergence	cc370	
IGG0191X	0				0000				bytes				identical	silent divergence	cc370	
IGG0191Y	0				0000				bytes				identical	silent divergence	cc370	
IGG0191Z	0				0000				bytes				identical	silent divergence	cc370	
IGG01923	0				0000				bytes				text	silent divergence	cc370	
IGG01926	0				0000				bytes				identical	silent divergence	cc370	
IGG0193A	0				0000				bytes				length	silent divergence	cc370	
IGG0193I	0				0000				bytes				text	silent divergence	cc370	
IGG0196A	0				0000				bytes				length	silent divergence	cc370	
IGG0196B	0				0000				bytes				text	silent divergence	cc370	
IGG0196I	0				0000				bytes				text	silent divergence	cc370	
IGG0196K	0				0000				bytes				length	silent divergence	cc370	
IGG0196L	0				0000				bytes				length	silent divergence	cc370	
IGG0196P	0				0000				bytes				identical	silent divergence	cc370	
IGG0197E	0				0000				bytes				length	silent divergence	cc370	
IGG0197F	0				0000				bytes				length	silent divergence	cc370	
IGG0197U	0				0000				bytes				length	silent divergence	cc370	
IGG0197V	0				0000				cards				mixed	silent divergence	cc370	
IGG01991	0				0000				bytes				identical	silent divergence	cc370	
IGG01992	0				0000				bytes				identical	silent divergence	cc370	
IGG01993	0				0000				bytes				identical	silent divergence	cc370	
IGG01994	0				0000				bytes				identical	silent divergence	cc370	
IGG0199K	0				0000				bytes				identical	silent divergence	cc370	
IGG0199O	0				0000				bytes				identical	silent divergence	cc370	
IGG019MC	0				0000				bytes				length	silent divergence	cc370	
IGG0201B	0				0000				bytes				length	silent divergence	cc370	
IGG0201Z	0				0000				bytes				length	silent divergence	cc370	
IGG08108	0				0000				cards				length	silent divergence	cc370	
IKJCT430	0				0000				bytes				length	silent divergence	cc370	
IKJCT431	0				0000				bytes				length	silent divergence	cc370	
IKJCT463	0				0000				bytes				length	silent divergence	cc370	
IKJEBEAA	0				0000				bytes	0x00000	0	216	no-pair	silent divergence	cc370	
IKJEFE02	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEFF19	0				0000				bytes				length	silent divergence	cc370	
IKJEGCVT	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGDEB	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGEQU	0				0000				cards	0x00000	0	2843	no-pair	silent divergence	cc370	
IKJEGINT	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGLSA	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGMAP	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGPSW	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGQFY	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGTCB	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEGWHR	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEHDEF	0				0000				bytes				no-pair	silent divergence	cc370	
IKJEHDS1	0				0000				bytes	0x00000	0	6424	no-pair	silent divergence	cc370	
IKJEHREN	0				0000				bytes	0x00000	0	5260	no-pair	silent divergence	cc370	
IKJRBBU0	0				0000				bytes				length	silent divergence	cc370	
ISTRAMA3	0				0000				bytes				length	silent divergence	cc370	
ISTRAMA4	0				0000				bytes				length	silent divergence	cc370	
IFCEOAK4	8	118	8	Undefined symbol	0000				cards	0x00017	23131	18911	length	as370 alone flags	cc370	
IFCEOAK5	8	122	8	Undefined symbol	0000				cards	0x00016	22468	18203	length	as370 alone flags	cc370	
IFCEXXXG	8	128	8	Undefined symbol	0000				cards	0x00016	21351	16963	length	as370 alone flags	cc370	
IEHLIST1	8	334	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x028a8	15968	15920	length	as370 alone flags	cc370	
IFCIOHND	8	856	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined symbol	0000				bytes	0x0003c	14722	14722	length	as370 alone flags	cc370	
IFCE2880	8	4	8	Undefined symbol	0000				cards	0x00002	14307	12496	length	as370 alone flags	cc370	
BLSUPUT	8	1	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00040	13400	13400	text	as370 alone flags	cc370	
ISTNSC00	8	854	8	Undefined symbol | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x00000	12669	0	length	as370 alone flags	cc370	
IDA019C1	8	322	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x000c0	12255	12255	length	as370 alone flags	cc370	
BNGTDISP	8	511	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x00044	11888	11904	length	as370 alone flags	cc370	
IFCEI145	8	8	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined symbol	0000				cards	0x0001a	10923	9900	length	as370 alone flags	cc370	
BNGIDISP	8	496	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00080	10319	10329	length	as370 alone flags	cc370	
BNGI3270	8	166	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00088	10301	10288	length	as370 alone flags	cc370	
IFCDIP00	8	368	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x0001f	10250	10378	length	as370 alone flags	cc370	
IEFVDA	8	256	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x0006c	9594	9504	length	as370 alone flags	cc370	
IEFVFA	8	308	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined symbol	0000				cards	0x00074	9360	9269	length	as370 alone flags	cc370	
IFCSXXXD	8	4	8	Undefined symbol	0000				cards	0x00006	9091	7612	length	as370 alone flags	cc370	
AMAPTFLE	8	592	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0000a	8476	8476	mixed	as370 alone flags	cc370	
BNGT3270	8	139	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x00036	8337	8327	length	as370 alone flags	cc370	
IFG0RR0B	8	15	8	Undefined symbol | Undefined operation code	0000				cards	0x001ec	8272	8152	length	as370 alone flags	cc370	
IEBPPCH1	8	847	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00026	8228	8228	length	as370 alone flags	cc370	
IEBCMAIN	8	771	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x0000a	8140	8268	length	as370 alone flags	cc370	
IFCE0135	8	1	8	Undefined symbol	0000				cards	0x00106	8017	6975	length	as370 alone flags	cc370	
ICFBIF00	8	80	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0008c	7630	7630	length	as370 alone flags	cc370	
IFCSXXXB	8	6	8	Undefined symbol	0000				cards	0x00006	7526	5362	length	as370 alone flags	cc370	
IDA019ST	8	308	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00028	7236	7236	length	as370 alone flags	cc370	
IGG019MB	8	446	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0014e	6912	6912	length	as370 alone flags	cc370	
IFCEOAK3	8	32	8	Undefined symbol	0000				cards	0x0001a	6738	5519	length	as370 alone flags	cc370	
IEBUPDT2	8	270	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00022	6670	6670	length	as370 alone flags	cc370	
ILRVSAMI	8	1	8	Undefined symbol	0000				cards	0x000c6	6400	5808	length	as370 alone flags	cc370	
IFG0194C	8	14	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined symbol | Undefined operation code	0000				bytes	0x00011	6144	6184	length	as370 alone flags	cc370	
IGC0001F	8	81	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0001a	6088	6088	no-pair	as370 alone flags	cc370	
IFG019RA	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x00169	6056	6056	length	as370 alone flags	cc370	
IFCET008	8	4	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x0008c	6044	5480	length	as370 alone flags	cc370	
IFNX5A	8	45	8	Undefined symbol	0000				cards	0x00022	5853	5853	mixed	as370 alone flags	cc370	
IFCEAXXX	8	30	8	Undefined symbol	0000				cards	0x000ba	5768	5268	length	as370 alone flags	cc370	
IFCEA155	8	124	8	Undefined symbol	0000				cards	0x00003	5669	4691	length	as370 alone flags	cc370	
IFCEGUS1	8	6	8	Undefined symbol	0000				cards	0x00016	5606	4870	length	as370 alone flags	cc370	
IDA019R4	8	14	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00083	5512	5512	length	as370 alone flags	cc370	
IDA019RY	8	6	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00170	5424	5424	length	as370 alone flags	cc370	
IEBPPAL1	8	427	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00030	5401	5401	length	as370 alone flags	cc370	
BLSEADPR	8	4	8	Undefined symbol	0000				cards	0x00308	5360	5360	length	as370 alone flags	cc370	
IEFVEA	8	112	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00040	5304	5324	length	as370 alone flags	cc370	
IDA019RU	8	2	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00092	5231	5231	length	as370 alone flags	cc370	
AMDPRRDC	8	1	8	Undefined symbol	0000				bytes	0x000b0	5196	5196	length	as370 alone flags	cc370	
IKJEBEMC	8	1	8	Undefined symbol	0000				cards	0x01341	5159	4962	length	as370 alone flags	cc370	
ISTZGF0A	8	143	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0005a	5085	5085	length	as370 alone flags	cc370	
IEECB800	8	2	8	Undefined symbol	0000				cards	0x002f9	5025	5043	length	as370 alone flags	cc370	
IEAVEAT0	8	62	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0002c	5024	5024	length	as370 alone flags	cc370	
HEWLFSCN	8	51	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x002ad	4848	4848	length	as370 alone flags	cc370	
ICAPRTBL	8	197	8	Undefined operation code | Symbol longer than 8 characters in name field (name rejected; MVS symbols are limited to 8) | Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				cards	0x001d2	4824	4824	no-pair	as370 alone flags	cc370	
IFG0TC0A	8	9	8	Undefined symbol | Undefined operation code	0000				cards	0x00086	4800	4768	length	as370 alone flags	cc370	
IEEC2740	8	2	8	Undefined symbol	0000				cards	0x000c0	4780	4484	length	as370 alone flags	cc370	
IFCE0165	8	113	8	IFO158 DSECT symbol CHADR used in a relocatable address constant | Undefined symbol | IFO158 DSECT symbol CHADRP used in a relocatable address constant | IFO158 DSECT symbol CHNID used in a relocatable address constant | IFO158 DSECT symbol ADRARY0 used in a relocatable address constant | IFO158 DSECT symbol ADRARY0P used in a relocatable address constant	0000				cards	0x00112	4757	4174	length	as370 alone flags	cc370	
IKJEHPRO	8	14	8	Undefined symbol	0000				cards	0x00b90	4626	4146	no-pair	as370 alone flags	cc370	
IFG0194F	8	2	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined operation code	0000				cards	0x00011	4624	4664	length	as370 alone flags	cc370	
IFCEC165	8	156	8	IFO158 DSECT symbol CHADR used in a relocatable address constant | Undefined symbol | IFO158 DSECT symbol CHADRP used in a relocatable address constant | IFO158 DSECT symbol CHNID used in a relocatable address constant | IFO158 DSECT symbol ADRARY0 used in a relocatable address constant | IFO158 DSECT symbol ADRARY0P used in a relocatable address constant	0000				cards	0x000cf	4576	4126	length	as370 alone flags	cc370	
IDCRC04	8	34	8	Undefined symbol	0000				cards	0x00039	4560	4544	length	as370 alone flags	cc370	
IFG0194A	8	3	8	Undefined symbol | Undefined operation code	0000				bytes	0x0019e	4560	4560	length	as370 alone flags	cc370	
IEBGENR3	8	169	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00032	4540	4540	length	as370 alone flags	cc370	
BLSEMDPR	8	1	8	Undefined symbol	0000				cards	0x0009e	4456	4456	length	as370 alone flags	cc370	
IKJEFLEA	8	5	8	Undefined symbol	0000				cards	0x00f30	4358	4109	length	as370 alone flags	cc370	
IFCET00D	8	15	8	Undefined symbol	0000				bytes	0x001ca	4275	3837	length	as370 alone flags	cc370	
IFNX6B	8	4	8	Relocatable displacement in machine instruction (explicit base requires an absolute displacement) | Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8) | Undefined symbol	0000				bytes	0x0001b	4231	4231	length	as370 alone flags	cc370	
IEHPROG2	8	2	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x00031	4120	4120	length	as370 alone flags	cc370	
IGE0000I	12	1	12	IFO231 Duplication factor uses a symbol not previously defined  - PATCH | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				cards	0x00e32	4096	3634	length	as370 alone flags	cc370	
IGG019MA	8	5	8	Undefined symbol	0000				cards	0x000fd	4096	4104	mixed	as370 alone flags	cc370	
IFCEXXXC	8	15	8	Undefined symbol	0000				cards	0x0021e	3907	3477	length	as370 alone flags	cc370	
IFNX3N	8	10	8	Undefined symbol | Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8)	0000				cards	0x0000f	3854	3854	mixed	as370 alone flags	cc370	
IEHINITT	8	1	8	Undefined symbol	0000				bytes	0x00c48	3778	3578	length	as370 alone flags	cc370	
IFCEOAK2	8	16	8	Undefined symbol	0000				cards	0x00016	3777	3053	length	as370 alone flags	cc370	
BNGLOGR2	8	18	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0)	0000				bytes	0x0064a	3757	3757	length	as370 alone flags	cc370	
BLSRSUMM	8	7	8	Undefined symbol	0000				cards	0x00226	3656	3656	length	as370 alone flags	cc370	
IKJEHAL1	8	2	8	Undefined symbol	0000				cards	0x00095	3653	3637	no-pair	as370 alone flags	cc370	
IKJCT469	8	3	8	Undefined symbol	0000				cards	0x005a7	3652	3652	length	as370 alone flags	cc370	
IFDOLT18	8	1	8	Undefined symbol	0000				bytes	0x00033	3584	3584	length	as370 alone flags	cc370	
IFNX4T	8	100	8	Undefined symbol | Undefined operation code	0000				cards	0x00045	3582	3574	mixed	as370 alone flags	cc370	
IGG0CLCD	8	1	8	Undefined symbol	0000				bytes	0x00023	3483	3483	length	as370 alone flags	cc370	
IFCET00C	8	8	8	Undefined symbol	0000				cards	0x0003f	3467	3135	length	as370 alone flags	cc370	
BLSELP00	8	13	8	Undefined symbol	0000				cards	0x000ce	3416	3416	length	as370 alone flags	cc370	
BLSRFIND	8	6	8	Undefined symbol	0000				cards	0x00207	3344	3344	length	as370 alone flags	cc370	
BLSRRAAR	12	3	12	IFO231 Duplication factor uses a symbol not previously defined  - GENPRMUL | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved | IFO231 Duplication factor uses a symbol not previously defined  - GENPRMAL | IFO231 Duplication factor uses a symbol not previously defined  - MODPRMAL	0000				bytes	0x0001f	3328	3280	length	as370 alone flags	cc370	
IKJEFD37	8	2	8	Undefined symbol	0000				cards	0x001b2	3328	3328	length	as370 alone flags	cc370	
IFNX4M	8	98	8	Undefined symbol	0000				cards	0x00045	3299	3264	length	as370 alone flags	cc370	
IGC0002B	8	1	8	Undefined symbol	0000				bytes	0x00392	3208	3208	length	as370 alone flags	cc370	
IFCEOAK1	8	16	8	Undefined symbol	0000				cards	0x000d6	3180	2596	length	as370 alone flags	cc370	
BLSFAD00	8	7	8	Undefined symbol	0000				cards	0x000ea	3096	3096	length	as370 alone flags	cc370	
IFNX1J	8	8	8	Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8) | Undefined symbol	0000				bytes	0x00017	3085	3085	mixed	as370 alone flags	cc370	
IFCEXXXF	8	5	8	Undefined symbol	0000				cards	0x0005a	3060	2840	length	as370 alone flags	cc370	
IKTXINIT	8	2	8	Undefined symbol	0000				bytes	0x0073e	3040	3040	length	as370 alone flags	cc370	
BLSRSETD	8	2	8	Undefined symbol	0000				cards	0x00152	3000	3000	length	as370 alone flags	cc370	
IFCEF155	8	2	8	Undefined symbol	0000				cards	0x00002	2976	1639	length	as370 alone flags	cc370	
IFNX6A	8	2	8	Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8)	0000				bytes	0x00021	2964	2964	length	as370 alone flags	cc370	
BLSRCOMP	8	12	8	Undefined symbol	0000				cards	0x00165	2864	2864	length	as370 alone flags	cc370	
IFNX2A	8	27	8	Undefined symbol | Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8)	0000				bytes	0x0001d	2846	2846	mixed	as370 alone flags	cc370	
IFG0553F	8	11	8	Undefined symbol | Undefined operation code	0000				cards	0x00127	2824	2784	length	as370 alone flags	cc370	
IFCEMER4	8	1	8	Undefined symbol	0000				cards	0x0017a	2711	2244	length	as370 alone flags	cc370	
BLSRSALI	12	7	12	Undefined symbol | IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				cards	0x00025	2680	2656	length	as370 alone flags	cc370	
BLSRLSYM	12	4	12	Undefined symbol | IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				cards	0x0001f	2672	2648	length	as370 alone flags	cc370	
IGC0005C	8	2	8	Undefined symbol	0000				bytes	0x0040a	2504	2496	length	as370 alone flags	cc370	
BLSRSCAN	12	7	12	Undefined symbol | IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				cards	0x00025	2456	2424	length	as370 alone flags	cc370	
BLSFMD00	8	3	8	Undefined symbol	0000				cards	0x000f5	2440	2440	length	as370 alone flags	cc370	
IFNX5P	8	2	8	Undefined symbol	0000				bytes	0x0005d	2344	2344	mixed	as370 alone flags	cc370	
IFNX1K	8	44	8	Undefined symbol	0000				cards	0x0000a	2342	1814	length	as370 alone flags	cc370	
IGG03001	8	3	8	Undefined symbol | Undefined operation code	0000				bytes	0x00354	2336	2328	length	as370 alone flags	cc370	
IFNX4N	8	13	8	Undefined symbol	0000				cards	0x00008	2332	2332	text	as370 alone flags	cc370	
IFCETRN0	8	1	8	Undefined symbol	0000				cards	0x0001a	2289	2065	length	as370 alone flags	cc370	
IFG0555H	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x0075c	2288	2288	length	as370 alone flags	cc370	
IKJEBEFO	8	18	8	Undefined symbol	0000				cards	0x00026	2224	2224	no-pair	as370 alone flags	cc370	
IFDOLT12	8	1	8	Undefined symbol	0000				cards	0x0003f	2181	2461	length	as370 alone flags	cc370	
IFCETRN5	8	10	8	Undefined symbol	0000				cards	0x00034	2175	1975	length	as370 alone flags	cc370	
AMDPRCOM	8	1	8	Undefined symbol	0000				cards	0x005e2	2138	2138	length	as370 alone flags	cc370	
IFNX3K	8	26	8	Undefined symbol	0000				cards	0x0000a	2123	1619	length	as370 alone flags	cc370	
IFNX4E	8	26	8	Undefined symbol	0000				bytes	0x00008	2105	2105	text	as370 alone flags	cc370	
IGC0003A	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x001e4	2104	2104	length	as370 alone flags	cc370	
IGG0CLAY	8	44	8	Undefined symbol	0000				cards	0x00043	2080	2064	length	as370 alone flags	cc370	
IFG0193A	8	11	8	Undefined symbol | Undefined operation code	0000				cards	0x00176	2016	1944	length	as370 alone flags	cc370	
IFG0195B	8	6	8	Undefined symbol | Undefined operation code	0000				cards	0x00047	2008	2000	length	as370 alone flags	cc370	
IKJEBEME	8	24	8	Undefined symbol	0000				cards	0x00026	1960	1960	no-pair	as370 alone flags	cc370	
IKJEBEMA	8	1	8	Undefined symbol	0000				cards	0x00049	1948	1944	no-pair	as370 alone flags	cc370	
IGC0005E	8	4	8	Undefined symbol | Undefined operation code	0000				bytes	0x00058	1928	1912	length	as370 alone flags	cc370	
IFG0196L	8	2	8	Undefined symbol	0000				bytes	0x004f0	1864	1864	length	as370 alone flags	cc370	
IEAVMFRR	8	2	8	Undefined symbol	0000				cards	0x000f8	1847	1805	length	as370 alone flags	cc370	
IERRCB	8	1	8	Undefined symbol	0000				bytes	0x00714	1828	1836	no-pair	as370 alone flags	cc370	
IFDOLT00	8	3	8	Undefined symbol	0000				bytes	0x00033	1824	1824	length	as370 alone flags	cc370	
BLSRRNCH	8	6	8	Undefined symbol	0000				cards	0x00123	1792	1792	length	as370 alone flags	cc370	
IFG0552F	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x00240	1736	1736	text	as370 alone flags	cc370	
IGC00020	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x00045	1736	1736	length	as370 alone flags	cc370	
IFNX4D	8	5	8	Undefined symbol	0000				cards	0x00008	1710	1710	mixed	as370 alone flags	cc370	
BLSRSADE	12	7	12	Undefined symbol | IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				cards	0x00024	1704	1672	length	as370 alone flags	cc370	
IGC0002G	8	1	8	Undefined symbol	0000				bytes	0x00401	1704	1704	length	as370 alone flags	cc370	
IEECVET4	8	4	8	Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8)	0000				bytes	0x00170	1686	1686	length	as370 alone flags	cc370	
IFG0552B	8	2	8	Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Undefined operation code	0000				cards	0x0009e	1664	1656	length	as370 alone flags	cc370	
IGC0001I	8	3	8	Undefined symbol | Symbol longer than 8 characters in operand expression (instruction zeroed; MVS symbols are limited to 8) | Undefined operation code	0000				bytes	0x00072	1664	1656	length	as370 alone flags	cc370	
IGC0002C	8	3	8	Undefined symbol | Undefined operation code	0000				cards	0x0003e	1608	1592	length	as370 alone flags	cc370	
IFCETRN3	8	4	8	Undefined symbol	0000				cards	0x00058	1577	1389	length	as370 alone flags	cc370	
IKJEBELT	8	3	8	Undefined symbol	0000				cards	0x00026	1568	1568	no-pair	as370 alone flags	cc370	
IEAVSTAA	8	1	8	Undefined symbol	0000				bytes	0x004ba	1527	1527	length	as370 alone flags	cc370	
IFNX4V	8	3	8	Undefined symbol	0000				bytes	0x0047d	1521	1521	text	as370 alone flags	cc370	
IFG0552X	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x00297	1520	1520	length	as370 alone flags	cc370	
BLSRESDR	12	4	12	Undefined symbol | IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				bytes	0x0001f	1512	1488	length	as370 alone flags	cc370	
IFG0193D	8	1	8	Undefined operation code	0000				bytes	0x0057b	1504	1504	length	as370 alone flags	cc370	
IFG0196T	8	5	8	Undefined symbol | Undefined operation code	0000				cards	0x0031a	1488	1472	length	as370 alone flags	cc370	
IFG0196V	8	12	8	Undefined symbol | Undefined operation code	0000				cards	0x0006a	1472	1392	length	as370 alone flags	cc370	
IFG0552R	8	2	8	Undefined symbol | Undefined operation code	0000				bytes	0x00235	1448	1448	length	as370 alone flags	cc370	
IFG0232Z	8	1	8	Undefined symbol	0000				bytes	0x0033c	1432	1432	length	as370 alone flags	cc370	
IFNX5C	8	12	8	Undefined symbol	0000				bytes	0x00021	1401	1401	text	as370 alone flags	cc370	
IFG0200Y	8	6	8	Undefined symbol | Undefined operation code	0000				cards	0x00016	1400	1352	length	as370 alone flags	cc370	
IERRCV	8	1	8	Undefined symbol	0000				bytes	0x0001c	1376	1376	no-pair	as370 alone flags	cc370	
BLSFLD00	8	1	8	Undefined symbol	0000				bytes	0x0031e	1344	1344	length	as370 alone flags	cc370	
IFG0202B	8	8	8	Undefined symbol | Undefined operation code	0000				cards	0x00006	1344	1288	length	as370 alone flags	cc370	
IGG0194Q	8	1	8	Undefined symbol	0000				cards	0x003e2	1344	1465	length	as370 alone flags	cc370	
IEEVMNT1	8	8	8	Undefined symbol | Relocatable displacement in machine instruction (explicit base requires an absolute displacement)	0000				bytes	0x000dc	1319	1319	mixed	as370 alone flags	cc370	
IFG0196W	8	2	8	Undefined symbol | Undefined operation code	0000				cards	0x0002a	1272	1272	length	as370 alone flags	cc370	
BLSRRAGE	12	1	12	IFO231 Duplication factor uses a symbol not previously defined  - GENPARML | IFO217 Relocatable duplication factor - an absolute expression is required | IFO206 Duplication factor error - no storage reserved	0000				bytes	0x0001f	1248	1224	length	as370 alone flags	cc370	
IFG0195V	8	1	8	Undefined symbol	0000				cards	0x000af	1248	1232	length	as370 alone flags	cc370	
IFG0232G	8	1	8	Undefined symbol	0000				bytes	0x0007c	1248	1248	mixed	as370 alone flags	cc370	
IGG0193S	8	6	8	Undefined symbol	0000				cards	0x0009d	1248	1260	length	as370 alone flags	cc370	
